LOF_2014_ABS;#Cidade;LOF_2014_REL;#Cidade;LOF_2014_REL_NOR;#Cidade;LOF_2014_SUA;#Cidade;LOF_2014_SUA_NOR;#Cidade
1,09;MONTE ALEGRE DOS CAMPOS - RS;1,21;MONTE ALEGRE DOS CAMPOS - RS;1,27;MONTE ALEGRE DOS CAMPOS - RS;1,07;MONTE ALEGRE DOS CAMPOS - RS;1,06;MONTE ALEGRE DOS CAMPOS - RS
1,11;VISTA ALEGRE DO PRATA - RS;1,45;VISTA ALEGRE DO PRATA - RS;1,59;VISTA ALEGRE DO PRATA - RS;1,01;VISTA ALEGRE DO PRATA - RS;1,02;VISTA ALEGRE DO PRATA - RS
1,02;GUARÁ - SP;1,06;GUARÁ - SP;1,63;GUARÁ - SP;1,28;GUARÁ - SP;1,28;GUARÁ - SP
1,15;TURIÚBA - SP;1,32;TURIÚBA - SP;1,7;TURIÚBA - SP;1,03;TURIÚBA - SP;1,08;TURIÚBA - SP
1,14;SÃO VALÉRIO DO SUL - RS;1,3;SÃO VALÉRIO DO SUL - RS;1,55;SÃO VALÉRIO DO SUL - RS;1,03;SÃO VALÉRIO DO SUL - RS;1,03;SÃO VALÉRIO DO SUL - RS
1,34;ITAJAÍ - SC;1,21;ITAJAÍ - SC;1,55;ITAJAÍ - SC;1,2;ITAJAÍ - SC;1,18;ITAJAÍ - SC
1,02;IPIRANGA DE GOIÁS - GO;1,09;IPIRANGA DE GOIÁS - GO;1,2;IPIRANGA DE GOIÁS - GO;1,14;IPIRANGA DE GOIÁS - GO;1,11;IPIRANGA DE GOIÁS - GO
1,02;NOVA SANTA BÁRBARA - PR;1,05;NOVA SANTA BÁRBARA - PR;1,31;NOVA SANTA BÁRBARA - PR;1,09;NOVA SANTA BÁRBARA - PR;1,08;NOVA SANTA BÁRBARA - PR
1,12;ITATIBA - SP;1,08;ITATIBA - SP;1,36;ITATIBA - SP;1,17;ITATIBA - SP;1,16;ITATIBA - SP
1,26;TOLEDO - MG;1,21;TOLEDO - MG;1,49;TOLEDO - MG;1,1;TOLEDO - MG;1,14;TOLEDO - MG
1;MAIRI - BA;0,98;MAIRI - BA;1,09;MAIRI - BA;1,12;MAIRI - BA;1,09;MAIRI - BA
1,16;MEDIANEIRA - PR;1,16;MEDIANEIRA - PR;1,28;MEDIANEIRA - PR;1,37;MEDIANEIRA - PR;1,23;MEDIANEIRA - PR
1,11;ILÓPOLIS - RS;1,32;ILÓPOLIS - RS;1,5;ILÓPOLIS - RS;1,01;ILÓPOLIS - RS;1,05;ILÓPOLIS - RS
1,06;SAMPAIO - TO;1,35;SAMPAIO - TO;1,52;SAMPAIO - TO;1,09;SAMPAIO - TO;1,09;SAMPAIO - TO
1,05;JARDINÓPOLIS - SP;1,04;JARDINÓPOLIS - SP;1,15;JARDINÓPOLIS - SP;1,06;JARDINÓPOLIS - SP;1,13;JARDINÓPOLIS - SP
1,1;ARANTINA - MG;1,19;ARANTINA - MG;1,42;ARANTINA - MG;1,11;ARANTINA - MG;1,1;ARANTINA - MG
1,05;TERRA NOVA - BA;1,04;TERRA NOVA - BA;1,09;TERRA NOVA - BA;1,1;TERRA NOVA - BA;1,11;TERRA NOVA - BA
1,18;MARUMBI - PR;1,2;MARUMBI - PR;1,56;MARUMBI - PR;1,19;MARUMBI - PR;1,19;MARUMBI - PR
1,18;AMETISTA DO SUL - RS;1,2;AMETISTA DO SUL - RS;1,42;AMETISTA DO SUL - RS;1,12;AMETISTA DO SUL - RS;1,28;AMETISTA DO SUL - RS
1,12;ITAJOBI - SP;1,14;ITAJOBI - SP;1,26;ITAJOBI - SP;1,1;ITAJOBI - SP;1,18;ITAJOBI - SP
1,75;RIO BRANCO - AC;1,53;RIO BRANCO - AC;1,56;RIO BRANCO - AC;1,24;RIO BRANCO - AC;1,16;RIO BRANCO - AC
1,05;MARTINÓPOLIS - SP;1,01;MARTINÓPOLIS - SP;1,13;MARTINÓPOLIS - SP;1,02;MARTINÓPOLIS - SP;1,04;MARTINÓPOLIS - SP
1,06;BOFETE - SP;1,15;BOFETE - SP;1,51;BOFETE - SP;1,11;BOFETE - SP;1,09;BOFETE - SP
1,31;MIRA ESTRELA - SP;1,25;MIRA ESTRELA - SP;2,05;MIRA ESTRELA - SP;1,04;MIRA ESTRELA - SP;1,07;MIRA ESTRELA - SP
1,26;PORTO FIRME - MG;1,16;PORTO FIRME - MG;1,23;PORTO FIRME - MG;0,98;PORTO FIRME - MG;0,99;PORTO FIRME - MG
1,13;GUAÍRA - SP;1,13;GUAÍRA - SP;1,35;GUAÍRA - SP;1,12;GUAÍRA - SP;1,09;GUAÍRA - SP
5,16;BOITUVA - SP;6,55;BOITUVA - SP;6,32;BOITUVA - SP;1,22;BOITUVA - SP;1,26;BOITUVA - SP
1,32;HUMAITÁ - RS;1,29;HUMAITÁ - RS;1,54;HUMAITÁ - RS;1,18;HUMAITÁ - RS;1,2;HUMAITÁ - RS
1,27;MATO QUEIMADO - RS;1,4;MATO QUEIMADO - RS;2,1;MATO QUEIMADO - RS;1,16;MATO QUEIMADO - RS;1,33;MATO QUEIMADO - RS
1,09;RIBEIRA DO POMBAL - BA;1;RIBEIRA DO POMBAL - BA;0,97;RIBEIRA DO POMBAL - BA;1,02;RIBEIRA DO POMBAL - BA;1,06;RIBEIRA DO POMBAL - BA
1,14;CATU - BA;1,1;CATU - BA;1,18;CATU - BA;1,15;CATU - BA;1,17;CATU - BA
1,12;VILA RICA - MT;1,05;VILA RICA - MT;1,12;VILA RICA - MT;1,07;VILA RICA - MT;1,1;VILA RICA - MT
1,36;MELEIRO - SC;1,25;MELEIRO - SC;1,43;MELEIRO - SC;1,09;MELEIRO - SC;1,08;MELEIRO - SC
1,26;ARROIO DO MEIO - RS;1,23;ARROIO DO MEIO - RS;1,51;ARROIO DO MEIO - RS;1,16;ARROIO DO MEIO - RS;1,18;ARROIO DO MEIO - RS
1,13;ZACARIAS - SP;1,27;ZACARIAS - SP;1,52;ZACARIAS - SP;1,1;ZACARIAS - SP;1,1;ZACARIAS - SP
1,11;CARNAUBEIRA DA PENHA - PE;1,22;CARNAUBEIRA DA PENHA - PE;1,39;CARNAUBEIRA DA PENHA - PE;1,19;CARNAUBEIRA DA PENHA - PE;1,18;CARNAUBEIRA DA PENHA - PE
1,3;GUIDOVAL - MG;1,26;GUIDOVAL - MG;1,28;GUIDOVAL - MG;0,97;GUIDOVAL - MG;0,98;GUIDOVAL - MG
1,31;TUPARENDI - RS;1,24;TUPARENDI - RS;1,4;TUPARENDI - RS;1,09;TUPARENDI - RS;1,07;TUPARENDI - RS
1,29;ABREU E LIMA - PE;1,14;ABREU E LIMA - PE;1,22;ABREU E LIMA - PE;1,25;ABREU E LIMA - PE;1,26;ABREU E LIMA - PE
1,15;OURO VERDE DO OESTE - PR;1,16;OURO VERDE DO OESTE - PR;1,34;OURO VERDE DO OESTE - PR;1,12;OURO VERDE DO OESTE - PR;1,13;OURO VERDE DO OESTE - PR
1,03;SANTA INÊS - BA;0,99;SANTA INÊS - BA;1,14;SANTA INÊS - BA;1,06;SANTA INÊS - BA;1,09;SANTA INÊS - BA
1,12;MERCEDES - PR;1,07;MERCEDES - PR;1,45;MERCEDES - PR;1,09;MERCEDES - PR;1,09;MERCEDES - PR
1,2;MORRETES - PR;1,17;MORRETES - PR;1,34;MORRETES - PR;1,12;MORRETES - PR;1,09;MORRETES - PR
1,41;DOM PEDRITO - RS;1,14;DOM PEDRITO - RS;1,2;DOM PEDRITO - RS;1,08;DOM PEDRITO - RS;1,11;DOM PEDRITO - RS
1,08;PIMENTA BUENO - RO;1,01;PIMENTA BUENO - RO;1,1;PIMENTA BUENO - RO;1,17;PIMENTA BUENO - RO;1,5;PIMENTA BUENO - RO
1,03;MORRO REUTER - RS;1,07;MORRO REUTER - RS;1,18;MORRO REUTER - RS;0,98;MORRO REUTER - RS;1;MORRO REUTER - RS
1,77;GUAPIAÇU - SP;1,58;GUAPIAÇU - SP;1,54;GUAPIAÇU - SP;1,06;GUAPIAÇU - SP;1,05;GUAPIAÇU - SP
1,21;SERRANÓPOLIS DO IGUAÇU - PR;1,2;SERRANÓPOLIS DO IGUAÇU - PR;1,66;SERRANÓPOLIS DO IGUAÇU - PR;1,09;SERRANÓPOLIS DO IGUAÇU - PR;1,08;SERRANÓPOLIS DO IGUAÇU - PR
1,53;GUAÍBA - RS;1,24;GUAÍBA - RS;1,69;GUAÍBA - RS;1,14;GUAÍBA - RS;1,23;GUAÍBA - RS
1,1;BARBOSA FERRAZ - PR;1,02;BARBOSA FERRAZ - PR;1,26;BARBOSA FERRAZ - PR;1,21;BARBOSA FERRAZ - PR;1,21;BARBOSA FERRAZ - PR
1,26;MONTE CASTELO - SP;1,23;MONTE CASTELO - SP;1,76;MONTE CASTELO - SP;1,13;MONTE CASTELO - SP;1,46;MONTE CASTELO - SP
1;TAQUARAL DE GOIÁS - GO;1,12;TAQUARAL DE GOIÁS - GO;1,16;TAQUARAL DE GOIÁS - GO;1,07;TAQUARAL DE GOIÁS - GO;1,09;TAQUARAL DE GOIÁS - GO
1,07;CONCHAS - SP;1,18;CONCHAS - SP;1,36;CONCHAS - SP;1,14;CONCHAS - SP;1,13;CONCHAS - SP
1,24;SALTO - SP;1,46;SALTO - SP;1,53;SALTO - SP;1,28;SALTO - SP;1,27;SALTO - SP
1,2;SÃO GONÇALO DO SAPUCAÍ - MG;1,1;SÃO GONÇALO DO SAPUCAÍ - MG;1,93;SÃO GONÇALO DO SAPUCAÍ - MG;1,09;SÃO GONÇALO DO SAPUCAÍ - MG;1,09;SÃO GONÇALO DO SAPUCAÍ - MG
1,09;GAMELEIRA DE GOIÁS - GO;1,12;GAMELEIRA DE GOIÁS - GO;1,34;GAMELEIRA DE GOIÁS - GO;1,43;GAMELEIRA DE GOIÁS - GO;1,4;GAMELEIRA DE GOIÁS - GO
5,23;FORTALEZA - CE;1,2;FORTALEZA - CE;1,37;FORTALEZA - CE;1,23;FORTALEZA - CE;1,2;FORTALEZA - CE
1,23;BOREBI - SP;1,28;BOREBI - SP;2,02;BOREBI - SP;1,37;BOREBI - SP;1,38;BOREBI - SP
1,21;MUCUGÊ - BA;1,19;MUCUGÊ - BA;1,45;MUCUGÊ - BA;1,01;MUCUGÊ - BA;1,04;MUCUGÊ - BA
1,01;TURURU - CE;1,01;TURURU - CE;1,01;TURURU - CE;0,97;TURURU - CE;1,02;TURURU - CE
1,2;TAPIRA - PR;1,16;TAPIRA - PR;1,32;TAPIRA - PR;1,13;TAPIRA - PR;1,15;TAPIRA - PR
1,68;GUARACI - SP;1,75;GUARACI - SP;1,97;GUARACI - SP;1,03;GUARACI - SP;1,05;GUARACI - SP
3,29;SÃO BERNARDO DO CAMPO - SP;1,52;SÃO BERNARDO DO CAMPO - SP;1,95;SÃO BERNARDO DO CAMPO - SP;1,33;SÃO BERNARDO DO CAMPO - SP;3,96;SÃO BERNARDO DO CAMPO - SP
1,06;MIRANTE DO PARANAPANEMA - SP;1,04;MIRANTE DO PARANAPANEMA - SP;1,39;MIRANTE DO PARANAPANEMA - SP;1,14;MIRANTE DO PARANAPANEMA - SP;1,23;MIRANTE DO PARANAPANEMA - SP
1,69;GUARAREMA - SP;1,33;GUARAREMA - SP;2,09;GUARAREMA - SP;1,25;GUARAREMA - SP;1,18;GUARAREMA - SP
1,1;BOTUCATU - SP;1,12;BOTUCATU - SP;1,81;BOTUCATU - SP;1,23;BOTUCATU - SP;1,16;BOTUCATU - SP
1,23;ITAGUARU - GO;1,24;ITAGUARU - GO;1,68;ITAGUARU - GO;1,29;ITAGUARU - GO;1,3;ITAGUARU - GO
1,36;RIO DAS PEDRAS - SP;1,56;RIO DAS PEDRAS - SP;1,69;RIO DAS PEDRAS - SP;1,14;RIO DAS PEDRAS - SP;1,14;RIO DAS PEDRAS - SP
1;CORONEL SAPUCAIA - MS;1,1;CORONEL SAPUCAIA - MS;1,49;CORONEL SAPUCAIA - MS;1,12;CORONEL SAPUCAIA - MS;1,12;CORONEL SAPUCAIA - MS
1,05;DAVID CANABARRO - RS;1,12;DAVID CANABARRO - RS;1,57;DAVID CANABARRO - RS;1,18;DAVID CANABARRO - RS;1,2;DAVID CANABARRO - RS
1,1;PRATINHA - MG;1,13;PRATINHA - MG;1,44;PRATINHA - MG;0,97;PRATINHA - MG;0,98;PRATINHA - MG
1,12;MOIPORÁ - GO;1,4;MOIPORÁ - GO;1,67;MOIPORÁ - GO;1,18;MOIPORÁ - GO;1,36;MOIPORÁ - GO
1,07;SANTA GERTRUDES - SP;1,14;SANTA GERTRUDES - SP;1,36;SANTA GERTRUDES - SP;1,27;SANTA GERTRUDES - SP;1,14;SANTA GERTRUDES - SP
1,21;SÃO SEBASTIÃO DO CAÍ - RS;1,13;SÃO SEBASTIÃO DO CAÍ - RS;1,35;SÃO SEBASTIÃO DO CAÍ - RS;1,05;SÃO SEBASTIÃO DO CAÍ - RS;1,06;SÃO SEBASTIÃO DO CAÍ - RS
1,28;HIDROLÂNDIA - GO;1,12;HIDROLÂNDIA - GO;1,28;HIDROLÂNDIA - GO;1,2;HIDROLÂNDIA - GO;1,23;HIDROLÂNDIA - GO
1,06;DOIS IRMÃOS - RS;1,07;DOIS IRMÃOS - RS;1,22;DOIS IRMÃOS - RS;1,11;DOIS IRMÃOS - RS;1,2;DOIS IRMÃOS - RS
1,55;OSVALDO CRUZ - SP;1,83;OSVALDO CRUZ - SP;1,72;OSVALDO CRUZ - SP;1,12;OSVALDO CRUZ - SP;1,13;OSVALDO CRUZ - SP
1,02;SÃO FRANCISCO DE GOIÁS - GO;1,09;SÃO FRANCISCO DE GOIÁS - GO;1,15;SÃO FRANCISCO DE GOIÁS - GO;1,1;SÃO FRANCISCO DE GOIÁS - GO;1,05;SÃO FRANCISCO DE GOIÁS - GO
1,07;DORMENTES - PE;1,12;DORMENTES - PE;1,11;DORMENTES - PE;1,01;DORMENTES - PE;1,01;DORMENTES - PE
1,53;RIFAINA - SP;1,67;RIFAINA - SP;4,59;RIFAINA - SP;1,21;RIFAINA - SP;1,2;RIFAINA - SP
1;ARAGOMINAS - TO;1;ARAGOMINAS - TO;1,16;ARAGOMINAS - TO;1,21;ARAGOMINAS - TO;1,19;ARAGOMINAS - TO
1,09;AVARÉ - SP;1,05;AVARÉ - SP;1,34;AVARÉ - SP;1,22;AVARÉ - SP;1,27;AVARÉ - SP
1,01;TERRA ROXA - SP;1,09;TERRA ROXA - SP;1,2;TERRA ROXA - SP;1,11;TERRA ROXA - SP;1,15;TERRA ROXA - SP
1,08;MORUNGABA - SP;1,06;MORUNGABA - SP;1,26;MORUNGABA - SP;1,06;MORUNGABA - SP;1,05;MORUNGABA - SP
1,23;SERINGUEIRAS - RO;1,14;SERINGUEIRAS - RO;1,33;SERINGUEIRAS - RO;1,02;SERINGUEIRAS - RO;1,03;SERINGUEIRAS - RO
1,15;BRASILÂNDIA - MS;1,08;BRASILÂNDIA - MS;1,2;BRASILÂNDIA - MS;1,04;BRASILÂNDIA - MS;1,06;BRASILÂNDIA - MS
1;PATOS DO PIAUÍ - PI;1,11;PATOS DO PIAUÍ - PI;1,21;PATOS DO PIAUÍ - PI;1;PATOS DO PIAUÍ - PI;1;PATOS DO PIAUÍ - PI
1,15;ARAGUAIANA - MT;1,16;ARAGUAIANA - MT;1,33;ARAGUAIANA - MT;1,07;ARAGUAIANA - MT;1,1;ARAGUAIANA - MT
1,06;CORUMBÁ DE GOIÁS - GO;1,05;CORUMBÁ DE GOIÁS - GO;1,34;CORUMBÁ DE GOIÁS - GO;1,23;CORUMBÁ DE GOIÁS - GO;1,28;CORUMBÁ DE GOIÁS - GO
1,32;SANTA LUZIA - BA;1,19;SANTA LUZIA - BA;1,16;SANTA LUZIA - BA;1,09;SANTA LUZIA - BA;1,07;SANTA LUZIA - BA
1,25;SÃO MIGUEL DAS MISSÕES - RS;1,17;SÃO MIGUEL DAS MISSÕES - RS;1,46;SÃO MIGUEL DAS MISSÕES - RS;1,1;SÃO MIGUEL DAS MISSÕES - RS;1,19;SÃO MIGUEL DAS MISSÕES - RS
1,12;SÃO JORGE - RS;1,28;SÃO JORGE - RS;1,41;SÃO JORGE - RS;1,05;SÃO JORGE - RS;1,07;SÃO JORGE - RS
1,06;SANTA MARIA DO HERVAL - RS;1,1;SANTA MARIA DO HERVAL - RS;1,25;SANTA MARIA DO HERVAL - RS;0,99;SANTA MARIA DO HERVAL - RS;1,02;SANTA MARIA DO HERVAL - RS
1,08;SANTA FILOMENA - PE;1,06;SANTA FILOMENA - PE;1,2;SANTA FILOMENA - PE;1,03;SANTA FILOMENA - PE;1,07;SANTA FILOMENA - PE
1,05;VIGIA - PA;1,04;VIGIA - PA;1,09;VIGIA - PA;1,08;VIGIA - PA;1,07;VIGIA - PA
1,33;SERAFINA CORRÊA - RS;1,32;SERAFINA CORRÊA - RS;1,46;SERAFINA CORRÊA - RS;1,05;SERAFINA CORRÊA - RS;1,1;SERAFINA CORRÊA - RS
1,27;TRÊS PASSOS - RS;1,13;TRÊS PASSOS - RS;1,17;TRÊS PASSOS - RS;1,05;TRÊS PASSOS - RS;1,06;TRÊS PASSOS - RS
1,5;BURITI ALEGRE - GO;1,4;BURITI ALEGRE - GO;1,52;BURITI ALEGRE - GO;1,12;BURITI ALEGRE - GO;1,15;BURITI ALEGRE - GO
1,07;FLORIANO PEIXOTO - RS;1,17;FLORIANO PEIXOTO - RS;1,27;FLORIANO PEIXOTO - RS;1,2;FLORIANO PEIXOTO - RS;1,15;FLORIANO PEIXOTO - RS
1,29;TIBAGI - PR;1,27;TIBAGI - PR;1,46;TIBAGI - PR;1,17;TIBAGI - PR;1,22;TIBAGI - PR
1,05;PORTO MAUÁ - RS;1,17;PORTO MAUÁ - RS;1,34;PORTO MAUÁ - RS;1,11;PORTO MAUÁ - RS;1,16;PORTO MAUÁ - RS
1,12;CAVALCANTE - GO;1,15;CAVALCANTE - GO;1,39;CAVALCANTE - GO;1,32;CAVALCANTE - GO;1,28;CAVALCANTE - GO
1,2;IRETAMA - PR;1,1;IRETAMA - PR;1,34;IRETAMA - PR;1,05;IRETAMA - PR;1,04;IRETAMA - PR
1,28;RIO BONITO DO IGUAÇU - PR;1,16;RIO BONITO DO IGUAÇU - PR;1,18;RIO BONITO DO IGUAÇU - PR;1,26;RIO BONITO DO IGUAÇU - PR;1,26;RIO BONITO DO IGUAÇU - PR
1,05;ITAPUCA - RS;1,25;ITAPUCA - RS;1,56;ITAPUCA - RS;1,01;ITAPUCA - RS;1,03;ITAPUCA - RS
1,89;IJUÍ - RS;1,33;IJUÍ - RS;1,83;IJUÍ - RS;1,21;IJUÍ - RS;1,22;IJUÍ - RS
1,19;FOZ DO JORDÃO - PR;1,24;FOZ DO JORDÃO - PR;1,61;FOZ DO JORDÃO - PR;1,18;FOZ DO JORDÃO - PR;1,7;FOZ DO JORDÃO - PR
1,17;SANTA AMÉLIA - PR;1,15;SANTA AMÉLIA - PR;1,39;SANTA AMÉLIA - PR;1,19;SANTA AMÉLIA - PR;1,16;SANTA AMÉLIA - PR
1,07;SILVEIRA MARTINS - RS;1,22;SILVEIRA MARTINS - RS;1,3;SILVEIRA MARTINS - RS;1,05;SILVEIRA MARTINS - RS;1,09;SILVEIRA MARTINS - RS
1,19;SÃO FRANCISCO - SP;1,31;SÃO FRANCISCO - SP;1,44;SÃO FRANCISCO - SP;0,98;SÃO FRANCISCO - SP;0,98;SÃO FRANCISCO - SP
1,17;JÚLIO DE CASTILHOS - RS;1,1;JÚLIO DE CASTILHOS - RS;1,13;JÚLIO DE CASTILHOS - RS;1,02;JÚLIO DE CASTILHOS - RS;1,04;JÚLIO DE CASTILHOS - RS
1,13;PARAÍSO DO NORTE - PR;1,14;PARAÍSO DO NORTE - PR;1,32;PARAÍSO DO NORTE - PR;1,19;PARAÍSO DO NORTE - PR;1,2;PARAÍSO DO NORTE - PR
1,05;IPIRANGA DO SUL - RS;1,21;IPIRANGA DO SUL - RS;1,39;IPIRANGA DO SUL - RS;1,09;IPIRANGA DO SUL - RS;1,09;IPIRANGA DO SUL - RS
1,34;SÃO VICENTE - SP;1,28;SÃO VICENTE - SP;1,39;SÃO VICENTE - SP;1,22;SÃO VICENTE - SP;1,13;SÃO VICENTE - SP
1,05;ARAMARI - BA;1,06;ARAMARI - BA;1,09;ARAMARI - BA;1,09;ARAMARI - BA;1,07;ARAMARI - BA
1,37;TRIUNFO - PE;1,2;TRIUNFO - PE;1,53;TRIUNFO - PE;1,02;TRIUNFO - PE;1,04;TRIUNFO - PE
1,12;LAGOA GRANDE - PE;1,08;LAGOA GRANDE - PE;1,08;LAGOA GRANDE - PE;0,98;LAGOA GRANDE - PE;1,03;LAGOA GRANDE - PE
1,18;PICADA CAFÉ - RS;1,19;PICADA CAFÉ - RS;1,67;PICADA CAFÉ - RS;1,08;PICADA CAFÉ - RS;1,08;PICADA CAFÉ - RS
1,21;JAGUARI - RS;1,32;JAGUARI - RS;1,38;JAGUARI - RS;1,08;JAGUARI - RS;1,08;JAGUARI - RS
1,08;LARANJAL PAULISTA - SP;1,05;LARANJAL PAULISTA - SP;1,32;LARANJAL PAULISTA - SP;1,1;LARANJAL PAULISTA - SP;1,12;LARANJAL PAULISTA - SP
1,13;SERTANEJA - PR;1,07;SERTANEJA - PR;1,3;SERTANEJA - PR;1,1;SERTANEJA - PR;1,07;SERTANEJA - PR
1,17;ERECHIM - RS;1,05;ERECHIM - RS;1,33;ERECHIM - RS;1,11;ERECHIM - RS;1,1;ERECHIM - RS
1,07;QUATIGUÁ - PR;1,09;QUATIGUÁ - PR;1,42;QUATIGUÁ - PR;1,16;QUATIGUÁ - PR;1,12;QUATIGUÁ - PR
1,1;MUÇUM - RS;1,16;MUÇUM - RS;1,31;MUÇUM - RS;1,04;MUÇUM - RS;1,06;MUÇUM - RS
1,2;FAGUNDES VARELA - RS;1,32;FAGUNDES VARELA - RS;1,54;FAGUNDES VARELA - RS;1,01;FAGUNDES VARELA - RS;1,06;FAGUNDES VARELA - RS
1,15;BÁLSAMO - SP;1,14;BÁLSAMO - SP;1,46;BÁLSAMO - SP;1,1;BÁLSAMO - SP;1,11;BÁLSAMO - SP
1,2;CORDEIRÓPOLIS - SP;1,31;CORDEIRÓPOLIS - SP;2,14;CORDEIRÓPOLIS - SP;1,35;CORDEIRÓPOLIS - SP;1,34;CORDEIRÓPOLIS - SP
1,1;VENDA NOVA DO IMIGRANTE - ES;1,07;VENDA NOVA DO IMIGRANTE - ES;1,37;VENDA NOVA DO IMIGRANTE - ES;1,15;VENDA NOVA DO IMIGRANTE - ES;1,19;VENDA NOVA DO IMIGRANTE - ES
1,13;GUABIJU - RS;1,36;GUABIJU - RS;1,48;GUABIJU - RS;1,06;GUABIJU - RS;1,09;GUABIJU - RS
1,09;SALGADO FILHO - PR;1,15;SALGADO FILHO - PR;1,31;SALGADO FILHO - PR;1,04;SALGADO FILHO - PR;1,03;SALGADO FILHO - PR
1,14;TRACUNHAÉM - PE;1,04;TRACUNHAÉM - PE;1,16;TRACUNHAÉM - PE;1,12;TRACUNHAÉM - PE;1,14;TRACUNHAÉM - PE
1,12;SUMÉ - PB;1,1;SUMÉ - PB;1,1;SUMÉ - PB;1,03;SUMÉ - PB;1,04;SUMÉ - PB
1,01;COMERCINHO - MG;1,03;COMERCINHO - MG;1,18;COMERCINHO - MG;1,09;COMERCINHO - MG;1,07;COMERCINHO - MG
2,34;VIRGEM DA LAPA - MG;1,74;VIRGEM DA LAPA - MG;1,69;VIRGEM DA LAPA - MG;1,08;VIRGEM DA LAPA - MG;1,06;VIRGEM DA LAPA - MG
1,05;APUÍ - AM;1,01;APUÍ - AM;1,19;APUÍ - AM;1,01;APUÍ - AM;1,03;APUÍ - AM
1,21;CAREIRO DA VÁRZEA - AM;1,13;CAREIRO DA VÁRZEA - AM;1,44;CAREIRO DA VÁRZEA - AM;1,14;CAREIRO DA VÁRZEA - AM;1,21;CAREIRO DA VÁRZEA - AM
1,28;SOORETAMA - ES;1,4;SOORETAMA - ES;1,64;SOORETAMA - ES;1,38;SOORETAMA - ES;1,42;SOORETAMA - ES
1,27;BOA VISTA DO BURICÁ - RS;1,46;BOA VISTA DO BURICÁ - RS;1,65;BOA VISTA DO BURICÁ - RS;1,04;BOA VISTA DO BURICÁ - RS;1,07;BOA VISTA DO BURICÁ - RS
1,09;SINIMBU - RS;1,21;SINIMBU - RS;1,41;SINIMBU - RS;1,09;SINIMBU - RS;1,1;SINIMBU - RS
0,98;TERESINA DE GOIÁS - GO;1,04;TERESINA DE GOIÁS - GO;1,21;TERESINA DE GOIÁS - GO;1,23;TERESINA DE GOIÁS - GO;1,21;TERESINA DE GOIÁS - GO
1,33;GUARANIAÇU - PR;1,22;GUARANIAÇU - PR;1,29;GUARANIAÇU - PR;1,1;GUARANIAÇU - PR;1,07;GUARANIAÇU - PR
1,17;GAURAMA - RS;1,32;GAURAMA - RS;1,4;GAURAMA - RS;1,12;GAURAMA - RS;1,08;GAURAMA - RS
1,06;NOVA GUATAPORANGA - SP;1,24;NOVA GUATAPORANGA - SP;1,42;NOVA GUATAPORANGA - SP;1,03;NOVA GUATAPORANGA - SP;1,04;NOVA GUATAPORANGA - SP
1,24;TRÊS BARRAS DO PARANÁ - PR;1,11;TRÊS BARRAS DO PARANÁ - PR;1,18;TRÊS BARRAS DO PARANÁ - PR;1,07;TRÊS BARRAS DO PARANÁ - PR;1,06;TRÊS BARRAS DO PARANÁ - PR
1,34;SÃO ROQUE DO CANAÃ - ES;1,3;SÃO ROQUE DO CANAÃ - ES;1,46;SÃO ROQUE DO CANAÃ - ES;1,44;SÃO ROQUE DO CANAÃ - ES;1,39;SÃO ROQUE DO CANAÃ - ES
1,17;ASTORGA - PR;1,13;ASTORGA - PR;1,4;ASTORGA - PR;1,24;ASTORGA - PR;1,27;ASTORGA - PR
1,23;SALTO DE PIRAPORA - SP;1,11;SALTO DE PIRAPORA - SP;1,13;SALTO DE PIRAPORA - SP;1,13;SALTO DE PIRAPORA - SP;1,16;SALTO DE PIRAPORA - SP
1,33;ITALVA - RJ;1,43;ITALVA - RJ;1,74;ITALVA - RJ;1,22;ITALVA - RJ;1,2;ITALVA - RJ
1,67;SÃO PAULO DAS MISSÕES - RS;1,73;SÃO PAULO DAS MISSÕES - RS;1,74;SÃO PAULO DAS MISSÕES - RS;1,08;SÃO PAULO DAS MISSÕES - RS;1,07;SÃO PAULO DAS MISSÕES - RS
1,36;SÃO CARLOS DO IVAÍ - PR;1,32;SÃO CARLOS DO IVAÍ - PR;1,35;SÃO CARLOS DO IVAÍ - PR;1,21;SÃO CARLOS DO IVAÍ - PR;1,17;SÃO CARLOS DO IVAÍ - PR
1,19;CAETANÓPOLIS - MG;1,09;CAETANÓPOLIS - MG;1,59;CAETANÓPOLIS - MG;1,11;CAETANÓPOLIS - MG;1,1;CAETANÓPOLIS - MG
1,13;ITAMBÉ - PE;1,02;ITAMBÉ - PE;1,02;ITAMBÉ - PE;1,42;ITAMBÉ - PE;1,55;ITAMBÉ - PE
1,13;EXU - PE;1,04;EXU - PE;1,04;EXU - PE;1,09;EXU - PE;1,17;EXU - PE
1,13;ARAGUAPAZ - GO;1,06;ARAGUAPAZ - GO;1,21;ARAGUAPAZ - GO;1;ARAGUAPAZ - GO;1;ARAGUAPAZ - GO
1,1;GUAIÇARA - SP;1,14;GUAIÇARA - SP;1,55;GUAIÇARA - SP;1,11;GUAIÇARA - SP;1,05;GUAIÇARA - SP
1,4;SANTA CRUZ DO SUL - RS;1,29;SANTA CRUZ DO SUL - RS;1,92;SANTA CRUZ DO SUL - RS;1,37;SANTA CRUZ DO SUL - RS;1,22;SANTA CRUZ DO SUL - RS
