#Cidade;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias)
354620;86.18;0.00;0.00;791.72;0.00;161.14;0.00;104.28;0.00;848.50;0.00;1129.43;0.00;0.00;625.89;0.00;246.77;0.00;0.00;58.09;0.00;0.00;53.67;0.00;0.00;408.55;28.01;0.00;0.00
420580;93.22;15.61;0.00;288.90;0.00;16.98;0.00;143.42;0.21;681.38;0.00;1038.43;43.32;0.00;245.56;0.77;3.46;103.50;0.00;144.01;0.00;16.44;30.98;0.00;0.00;17.34;29.83;38.30;0.00
411915;0.00;0.43;0.00;539.14;0.00;0.58;0.00;29.18;0.00;420.99;0.00;538.79;7.63;0.00;168.58;0.03;22.07;87.30;0.00;4.36;0.00;0.00;3.91;0.00;0.00;0.00;4.80;50.92;84.85
290830;63.37;0.00;0.00;930.92;0.00;0.00;0.00;20.70;0.00;118.48;0.00;252.83;34.93;0.00;28.00;0.00;8.73;1.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.65;0.00;0.00
430650;84.99;0.00;0.00;473.63;0.00;0.00;0.00;92.23;0.00;429.57;0.00;875.14;11.30;0.00;4.20;0.00;1.64;29.51;0.00;181.42;0.00;0.00;0.00;0.00;12.07;0.00;13.40;78.54;0.00
291470;47.02;10.69;0.00;213.86;0.00;0.00;0.00;29.01;125.77;427.95;0.00;563.82;15.71;0.00;163.02;11.78;3.49;0.00;0.00;35.45;0.00;0.00;0.01;0.00;2.93;0.49;19.86;35.34;0.00
430820;44.71;0.00;0.00;257.51;0.00;24.51;0.00;34.07;132.71;537.25;0.00;640.74;63.30;0.00;149.64;22.82;9.60;17.71;0.00;85.79;0.00;15.63;45.82;1.57;0.00;329.93;66.87;8.81;165.50
431580;75.15;0.00;0.00;304.74;0.00;4.84;0.00;56.80;119.25;511.20;0.00;522.39;24.73;0.00;123.03;0.22;12.69;0.00;0.00;207.50;0.00;0.00;0.00;0.00;8.84;197.95;17.68;30.36;148.20
350290;20.80;0.00;0.00;383.62;0.00;0.00;0.00;83.43;0.00;529.23;0.00;1122.96;44.53;0.00;64.94;0.00;58.26;1.45;0.00;21.16;0.00;0.00;1.88;0.00;0.00;36.85;32.25;1.67;0.00
355160;68.85;0.00;0.00;333.82;0.00;0.00;0.00;118.24;94.96;626.08;0.00;707.15;10.23;0.00;367.71;0.00;0.00;0.00;0.00;18.91;0.00;0.00;80.17;0.00;0.00;61.54;32.17;200.22;0.00
412480;67.19;0.00;0.00;295.85;0.00;0.00;0.00;122.07;0.00;601.02;0.00;652.65;71.16;0.00;412.51;3.17;101.63;5.74;0.00;38.83;0.00;4.29;0.00;0.00;0.00;331.14;18.56;150.55;0.00
430995;159.85;0.00;0.00;583.64;0.00;3.60;0.00;147.26;217.70;810.23;1.01;1128.39;17.52;0.00;102.73;4.58;91.41;0.02;0.00;156.28;0.00;0.00;0.00;0.00;0.00;456.77;15.00;31.60;166.86
210760;0.00;36.06;0.00;172.33;0.00;0.00;0.00;77.93;0.00;510.48;0.00;813.51;15.31;0.00;79.60;8.08;29.48;0.00;0.00;23.37;0.00;0.00;0.00;0.00;2.03;96.26;10.64;7.04;0.00
352860;71.86;0.00;0.00;233.54;0.00;0.00;0.00;111.60;0.00;576.99;0.00;691.61;0.89;0.00;568.95;0.00;135.79;0.00;0.00;10.44;0.00;0.00;51.76;0.00;0.00;102.55;63.37;77.96;0.00
431675;75.72;0.00;0.00;520.02;0.00;0.65;0.00;145.29;0.00;534.50;29.00;745.07;23.40;0.00;0.00;0.00;39.69;12.59;0.00;307.92;0.00;0.30;11.85;0.00;46.31;313.17;36.02;0.21;0.00
410657;0.00;0.00;0.00;722.78;0.00;0.00;0.00;197.52;0.00;815.82;0.00;873.81;8.18;0.00;331.64;24.02;0.00;16.44;0.00;176.80;0.00;30.41;24.94;0.00;0.00;380.67;18.14;93.92;0.00
352850;74.73;0.00;16.29;244.81;0.00;7.82;0.00;62.40;119.55;550.71;3.55;668.87;33.39;0.00;286.29;0.00;0.00;2.55;0.00;0.00;0.00;0.00;21.66;0.00;0.00;0.00;14.17;62.16;0.00
410570;0.00;0.00;0.00;264.72;0.00;0.00;0.00;66.77;0.00;522.23;0.00;575.07;4.48;0.00;0.00;0.00;0.00;24.32;0.00;53.01;0.00;18.36;0.00;0.00;0.00;427.50;13.18;93.17;0.00
431513;165.14;0.00;0.00;865.71;0.00;0.00;0.00;119.23;0.00;1094.38;0.00;1168.41;42.00;0.00;0.00;0.00;0.00;88.29;0.00;830.75;0.00;0.00;0.00;0.00;0.00;979.27;8.81;0.00;0.00
520540;64.89;9.49;0.00;331.76;0.00;0.00;0.00;97.20;123.10;1492.23;0.00;505.31;0.00;0.00;0.00;269.29;0.00;26.70;0.00;0.00;0.00;0.00;0.96;0.00;0.00;15.09;0.00;0.00;51.95
291690;61.89;0.00;0.00;291.00;0.00;10.00;0.00;26.25;0.00;469.99;0.00;588.32;13.87;0.00;131.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.45;0.00;0.00;0.69;13.64;18.68;0.00
432380;190.94;0.00;0.00;1236.79;0.00;4.67;0.00;136.27;0.00;1239.63;0.00;1878.41;0.30;0.00;373.10;0.00;0.00;5.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;77.44;126.63;123.82
353430;24.28;0.00;0.00;254.24;0.00;33.95;0.00;102.09;118.04;596.93;0.00;1008.91;19.30;0.00;302.66;0.00;175.37;3.44;0.00;1.13;0.00;2.97;1.27;0.00;0.00;0.00;29.77;39.05;96.16
430544;110.40;0.00;0.00;434.94;0.00;0.00;0.00;131.52;0.00;604.64;0.00;899.67;42.71;0.00;39.64;0.00;0.00;2.46;0.00;150.41;0.00;0.00;0.00;0.00;0.00;66.24;12.75;76.78;0.00
354600;80.21;0.00;0.00;319.50;0.00;0.00;0.00;136.01;0.00;504.64;0.00;990.92;30.75;0.00;253.29;24.86;107.22;1.81;0.00;5.35;0.00;0.00;0.00;0.00;0.00;31.56;23.04;0.00;0.00
431033;140.76;0.00;0.00;452.54;0.00;56.26;0.00;32.58;0.00;772.13;7.41;1453.09;0.88;12.57;607.25;0.00;3.70;16.13;0.00;0.00;0.00;0.00;62.13;0.00;22.59;117.33;4.89;155.22;0.00
510619;183.05;0.00;0.00;606.12;0.00;0.00;0.00;210.84;94.11;736.42;33.06;863.39;58.97;0.00;103.11;22.48;101.01;0.00;0.00;117.27;0.00;41.48;0.00;0.00;0.00;442.24;97.69;0.00;0.00
352700;0.00;18.94;0.00;288.99;0.00;8.63;0.00;64.22;0.00;1048.41;8.11;1242.24;13.88;0.00;838.91;0.00;108.79;0.01;0.00;14.31;0.00;0.00;182.73;0.25;0.00;9.97;52.45;69.58;0.00
355500;68.49;0.00;0.00;291.61;0.00;0.00;0.00;113.89;14.04;553.97;0.13;440.84;19.94;0.00;214.82;0.00;0.00;119.38;0.00;17.12;0.00;22.18;48.60;0.00;0.00;0.05;41.04;17.13;0.00
521260;246.47;0.00;0.00;898.04;0.00;0.00;0.00;503.90;0.00;982.72;0.00;669.66;68.53;0.00;245.10;226.01;0.00;6.49;0.00;55.08;0.00;0.00;0.00;0.00;0.00;552.25;0.00;0.00;0.00
430610;0.00;0.00;0.00;286.69;0.00;94.56;0.00;108.63;0.00;502.77;0.00;475.58;39.78;8.19;156.19;9.14;7.84;3.55;0.00;11.76;0.00;0.16;0.12;0.00;0.00;0.00;15.49;140.75;0.06
520920;88.09;0.43;0.00;389.96;0.00;22.33;0.00;35.22;434.73;442.32;0.49;203.16;0.00;0.00;89.82;0.00;0.00;13.20;0.00;7.94;0.00;0.00;5.78;0.00;0.00;103.95;22.44;0.00;0.00
430469;129.17;0.00;0.00;815.90;0.00;0.00;0.00;240.67;103.77;942.43;0.00;1252.99;83.44;0.00;355.37;0.00;0.00;12.02;0.00;519.86;0.00;6.35;0.00;19.15;83.88;406.69;26.54;97.95;0.00
412090;0.00;9.93;0.00;164.38;0.00;0.00;0.00;64.60;0.00;404.25;2.06;602.98;14.77;0.00;278.26;0.00;0.00;6.78;0.00;28.40;0.00;15.66;9.59;0.00;0.00;168.96;23.75;72.45;0.00
351565;333.13;0.00;0.00;913.37;0.00;0.00;0.00;528.44;260.38;1553.68;0.00;2235.35;0.00;0.00;1019.32;0.00;0.00;41.41;0.00;254.41;0.00;0.00;0.00;0.00;0.00;342.22;22.99;0.00;351.66
353920;63.73;0.00;0.00;220.93;0.00;10.23;0.00;101.57;0.00;497.14;0.00;682.22;0.00;0.00;325.21;0.00;4.81;0.28;0.00;22.37;0.00;0.00;0.00;0.00;0.00;0.00;33.27;62.83;0.00
430790;27.97;0.00;0.00;480.83;0.00;11.51;0.09;62.63;31.22;656.27;17.53;779.77;7.16;0.00;108.54;18.61;11.26;86.57;0.00;34.65;0.00;1.45;5.71;0.00;0.00;126.76;12.44;34.69;182.56
431205;98.28;0.00;0.00;465.01;0.00;0.00;0.00;129.38;0.00;1022.93;0.00;905.93;15.62;0.00;7.72;0.00;0.00;52.92;0.00;279.07;0.00;0.00;0.00;0.00;27.12;358.52;10.51;0.00;0.00
431237;161.93;1.58;0.00;494.30;0.00;0.00;0.00;156.07;0.00;1080.56;0.00;1449.73;6.63;0.00;41.80;6.59;2.18;0.00;0.00;215.99;0.00;0.00;0.10;0.00;20.52;520.95;17.56;42.20;0.00
432360;162.35;0.00;0.00;1486.94;0.00;1.49;0.00;215.90;89.50;1653.83;0.00;856.66;50.06;0.00;471.15;23.47;199.36;10.49;0.00;543.53;0.00;98.53;1.88;0.00;0.00;1352.33;304.47;295.64;0.00
351770;86.68;0.00;18.27;410.57;1.42;3.68;0.00;81.95;0.00;597.01;0.00;1139.00;6.09;0.00;233.13;14.29;5.16;35.18;0.00;0.63;0.00;0.00;0.00;0.00;0.00;13.23;52.30;0.00;0.00
355520;189.80;0.00;0.00;1242.58;0.00;0.00;0.00;319.90;526.20;1400.07;0.00;1272.64;22.33;0.00;419.22;107.06;0.00;113.67;0.00;161.10;0.00;0.00;0.00;0.00;0.00;111.53;100.84;234.51;460.64
431973;134.37;0.00;0.00;1047.59;0.00;0.00;0.00;185.09;92.31;987.27;0.00;586.61;15.28;0.00;387.93;10.20;71.93;0.42;0.00;104.64;0.00;0.00;7.60;0.00;34.39;7.11;259.52;144.53;0.00
420820;112.45;40.98;0.00;825.69;0.00;91.33;0.00;59.58;202.47;1091.93;4.66;1009.20;19.19;0.00;436.33;22.98;148.15;5.70;0.00;19.73;0.00;0.00;13.69;0.00;0.00;528.55;42.30;102.28;0.00
521015;204.16;0.43;0.00;693.87;0.00;6.10;0.00;248.74;131.12;720.43;0.00;1012.70;0.00;0.00;150.91;0.00;0.00;0.00;0.00;162.72;0.00;0.00;0.00;2.66;0.00;347.20;10.94;0.00;0.00
411721;0.00;0.00;0.00;371.28;0.00;0.00;0.00;174.25;0.00;838.48;0.00;917.43;31.67;0.00;391.70;0.00;0.00;5.53;0.00;30.03;0.00;0.00;0.00;0.00;13.27;0.00;5.43;80.27;0.00
352340;88.98;0.00;0.00;398.91;0.00;74.45;0.00;114.61;0.00;661.76;13.49;877.00;27.41;0.00;119.28;7.81;13.00;97.46;0.00;0.89;0.00;0.00;11.48;0.00;0.00;16.65;27.85;78.98;0.00
316910;41.58;0.00;0.00;342.54;0.00;1.84;0.00;49.23;0.00;544.79;0.00;878.11;55.91;0.00;540.21;1.86;8.84;0.00;0.00;0.16;0.00;0.00;9.15;0.00;0.00;240.32;7.18;0.00;0.00
292010;60.16;0.00;0.00;161.85;0.00;1.10;0.00;62.52;0.00;398.15;0.00;773.95;43.72;0.00;207.85;0.00;2.88;0.00;0.00;25.19;0.00;0.00;0.00;0.00;14.73;0.00;1.51;12.85;0.00
411580;44.01;9.58;0.00;270.30;0.00;0.00;0.00;63.41;0.00;539.19;8.58;516.92;16.38;0.00;238.73;0.15;0.00;78.52;1.14;34.05;0.00;0.00;15.69;0.00;0.00;0.00;36.18;85.38;116.88
431030;101.13;0.00;0.00;435.79;0.00;0.00;0.00;86.01;128.12;812.12;0.26;494.37;11.54;0.00;58.58;2.36;47.80;21.37;0.00;135.47;0.00;27.30;65.03;0.00;0.00;462.59;147.67;127.30;159.28
171880;84.23;0.00;0.00;438.44;0.00;3.48;0.00;86.30;14.62;357.05;14.92;567.74;66.59;0.00;129.31;0.00;0.00;0.00;0.00;146.46;0.00;0.00;0.00;0.68;20.62;3.03;112.61;0.88;0.00
352510;57.17;0.00;0.00;339.64;0.00;0.00;0.00;87.34;23.01;726.07;0.00;898.55;21.34;0.00;196.73;0.00;113.54;16.60;0.00;2.89;0.00;1.50;0.00;0.00;0.00;18.50;35.82;24.12;0.00
310360;191.67;25.47;0.00;336.64;0.00;0.00;0.00;89.74;244.59;926.71;0.00;856.63;95.18;0.00;688.49;8.32;36.62;0.00;0.00;162.76;0.00;0.00;0.00;0.00;0.00;46.33;12.99;13.80;0.00
293170;61.26;0.01;0.00;226.71;0.00;2.88;0.00;39.99;0.00;362.38;0.00;643.05;58.79;0.00;259.79;0.00;7.78;0.00;0.00;0.01;0.00;0.00;0.00;0.00;8.23;9.29;12.72;0.00;0.00
411550;0.00;0.00;0.00;879.35;0.00;0.00;0.00;177.68;0.00;764.42;0.00;541.54;0.00;0.00;204.33;78.95;49.60;0.00;0.00;34.64;0.00;0.00;0.00;0.00;0.00;206.49;100.82;63.30;0.00
430064;65.96;0.00;0.00;222.30;0.00;0.04;0.00;94.95;43.76;477.05;0.00;644.49;4.29;0.00;139.66;0.00;1.59;1.97;0.00;187.82;0.00;33.35;36.17;0.00;23.29;162.77;0.00;57.62;109.40
352190;85.88;0.00;0.00;300.42;0.00;0.00;0.00;124.56;163.71;725.10;0.00;1057.19;0.00;0.00;258.38;0.00;88.58;0.00;0.00;3.46;0.00;0.00;0.00;0.00;0.00;218.54;88.64;64.69;0.00
120040;53.37;0.00;22.43;329.74;0.00;13.42;0.00;29.36;18.11;312.17;4.25;346.87;6.29;0.87;499.92;2.26;29.73;44.66;0.00;33.97;0.00;0.00;0.00;0.00;0.00;29.93;2.51;35.20;0.00
352920;35.05;0.00;0.00;330.20;0.00;0.00;0.00;130.86;29.18;713.77;0.00;680.40;15.84;0.00;241.56;0.00;69.85;13.39;0.00;16.69;0.00;0.00;3.53;0.00;0.00;53.94;35.78;122.23;0.00
350690;0.00;0.00;0.00;366.20;0.00;0.00;0.00;107.33;0.00;683.13;0.00;1057.85;14.33;0.00;353.32;0.00;0.00;0.74;0.00;29.66;0.00;0.00;0.00;0.00;0.00;0.00;183.31;82.10;0.00
353000;179.26;0.00;0.00;895.40;0.00;0.00;0.00;469.08;196.63;1133.27;0.00;1235.30;63.33;0.00;361.84;0.00;0.00;300.27;0.00;127.26;0.00;10.22;0.67;0.00;0.00;263.88;345.50;100.45;0.00
315230;61.11;0.00;0.00;115.98;0.00;0.00;0.00;28.51;29.63;450.42;0.00;298.65;57.60;0.00;287.23;0.00;15.80;0.00;0.00;32.60;0.00;0.00;0.00;0.00;0.19;32.55;30.64;16.62;0.00
351740;55.97;0.00;10.57;660.74;0.00;46.89;0.00;147.72;224.78;708.65;0.14;840.75;32.83;0.35;268.70;0.05;134.49;29.17;0.00;16.48;0.00;0.00;51.17;0.00;0.00;24.84;66.07;96.25;0.00
350700;0.00;24.97;0.00;240.15;0.00;138.84;0.00;120.14;0.00;634.37;0.00;1276.81;32.67;0.00;106.96;0.00;0.00;184.41;0.00;19.85;0.00;0.00;0.37;0.00;0.00;92.73;54.27;65.69;2595.02
430970;83.44;0.00;0.00;466.51;0.00;0.00;0.00;76.50;251.25;649.27;0.00;782.10;18.67;0.00;239.82;1.66;0.00;16.69;0.00;147.97;0.00;11.97;0.00;15.24;0.00;168.18;5.99;0.00;359.22
431217;256.49;0.00;0.00;814.58;0.00;0.00;0.00;113.16;0.00;1286.36;0.00;1438.67;103.18;0.00;640.11;281.52;73.71;47.95;0.00;765.38;0.00;244.92;0.00;0.00;0.00;40.28;0.00;19.55;0.00
292660;44.66;0.00;0.00;198.77;0.00;0.00;0.00;31.90;0.00;285.60;0.00;795.85;25.05;0.00;135.53;1.60;21.62;3.78;0.00;8.21;0.00;0.00;0.00;0.00;0.00;3.04;1.58;41.22;0.00
290750;66.55;0.00;0.00;339.19;0.00;0.49;0.00;27.28;0.00;512.34;2.76;453.26;26.96;0.00;232.16;0.00;114.02;0.00;0.00;5.21;0.00;0.00;0.06;0.00;0.00;21.49;8.61;24.23;0.00
510860;68.13;0.00;0.00;269.07;0.00;0.00;0.00;33.15;90.54;378.47;1.25;557.29;44.71;0.00;77.79;0.00;32.62;9.18;0.00;1.10;0.00;0.00;0.00;0.00;9.98;88.20;9.17;0.00;0.00
421080;90.90;0.00;0.00;278.71;0.00;0.00;0.00;104.16;0.00;555.31;0.00;807.45;77.11;0.00;654.63;0.00;129.33;0.00;0.00;231.93;0.00;0.40;0.00;0.00;0.00;0.00;44.28;134.96;0.00
430100;45.97;0.00;0.00;221.89;0.00;0.00;0.00;90.31;117.98;501.92;0.00;739.49;21.45;0.07;114.99;0.00;0.00;59.39;0.00;137.49;0.00;74.72;0.00;0.00;30.94;185.04;66.92;22.61;53.09
355715;242.29;0.00;0.00;1200.22;0.00;0.00;0.00;380.73;327.48;1887.68;30.17;1540.43;91.33;0.00;909.16;0.00;0.00;0.00;0.00;114.29;0.00;0.00;0.00;0.00;0.00;266.90;162.67;65.44;443.20
260392;64.10;0.00;0.00;207.70;0.00;0.00;0.00;95.48;82.33;353.68;18.38;764.64;105.02;0.00;69.25;0.00;14.11;28.12;0.00;45.90;0.00;0.00;0.00;0.00;0.00;108.63;0.00;0.00;0.00
312880;79.45;0.00;0.00;290.43;0.00;0.30;0.00;46.79;117.72;496.48;0.00;389.55;36.65;0.00;464.09;0.00;2.18;0.12;0.00;27.55;0.00;0.00;0.00;0.00;0.00;141.12;3.99;19.95;0.00
432230;71.86;10.05;0.00;438.16;0.00;0.00;0.00;68.48;240.90;634.83;0.00;519.60;5.72;0.00;86.03;0.00;0.13;2.12;0.00;62.83;0.00;13.98;1.06;0.00;0.00;210.33;97.10;4.17;0.00
260005;57.65;13.66;0.00;148.96;0.00;0.00;0.00;41.77;1.00;409.29;0.00;263.62;27.00;0.00;257.99;0.13;0.00;0.00;0.00;6.37;0.00;0.00;2.00;0.00;0.00;0.00;1.29;53.70;0.00
411745;0.00;18.46;0.00;350.35;0.00;0.00;0.00;166.04;0.00;511.33;6.06;599.28;26.68;0.00;342.41;50.30;3.88;3.70;0.00;92.94;0.00;9.53;0.00;0.00;0.00;262.20;56.02;124.62;0.00
292790;70.14;0.00;2.38;234.81;0.00;3.52;0.00;60.38;10.30;496.96;0.00;483.91;56.13;0.00;215.60;0.00;1.14;0.13;0.00;4.92;0.00;0.00;0.00;0.00;11.54;1.84;20.73;27.93;0.00
411585;0.00;0.00;0.00;555.92;0.00;0.00;0.00;215.21;0.00;966.03;0.00;989.75;52.12;0.00;177.69;0.00;122.66;12.86;0.00;212.09;0.00;22.92;34.67;0.00;48.04;384.41;134.90;137.91;0.00
411620;0.00;31.44;0.00;338.17;0.00;5.28;0.00;74.51;0.00;637.74;0.00;853.24;10.07;0.00;215.36;0.00;0.00;143.58;0.00;41.82;0.00;0.00;14.09;0.00;0.00;153.51;8.74;83.60;0.00
430660;77.54;10.10;0.00;170.79;0.00;4.98;0.00;69.66;192.90;358.44;24.99;506.30;22.57;0.00;124.80;0.34;1.12;5.31;0.00;33.30;0.00;0.00;0.00;0.00;18.75;45.37;5.15;49.96;195.47
110018;73.77;0.00;0.00;256.54;0.00;0.00;0.00;81.82;0.00;529.89;0.00;478.27;12.84;0.00;112.15;6.80;22.02;0.00;0.16;27.03;0.00;0.00;0.00;0.00;0.00;51.07;10.15;98.65;0.00
431247;40.66;0.00;0.00;444.77;0.00;1.39;0.00;48.21;102.80;605.72;0.00;777.70;22.88;0.00;198.81;0.00;0.33;6.06;0.00;49.92;0.00;0.00;18.71;0.00;0.00;145.41;58.89;58.56;0.00
351750;64.78;0.00;0.00;364.76;0.00;0.00;0.00;63.71;100.43;720.47;0.00;954.66;21.39;0.00;1235.84;0.00;18.97;0.13;0.00;5.06;0.00;0.00;0.00;0.00;0.00;0.00;1.45;53.53;0.00
412635;0.00;0.00;0.00;559.27;0.00;0.00;0.00;158.90;172.63;1095.10;0.00;863.19;38.25;0.00;731.69;6.44;56.28;7.49;0.00;208.76;0.00;15.54;104.50;0.00;8.70;37.98;40.27;171.16;0.00
430930;59.61;0.00;0.00;218.55;1.03;3.02;0.00;47.85;192.51;334.41;61.25;484.55;10.70;0.00;92.28;2.14;0.00;20.83;0.00;2.64;0.00;0.10;6.16;0.00;3.93;115.86;6.86;8.30;241.11
410250;70.48;0.00;0.00;448.42;0.00;0.00;0.00;41.30;0.00;599.63;0.00;517.76;8.77;0.00;125.48;34.03;16.07;0.00;0.00;65.53;0.00;4.11;0.00;0.00;0.00;0.00;11.31;28.69;0.00
353160;151.89;0.00;0.00;644.29;0.00;0.00;0.00;191.06;427.17;1001.81;0.00;812.73;48.87;0.00;215.74;0.00;75.38;0.00;6.30;129.95;0.00;0.00;5.32;0.00;0.00;138.03;229.28;80.98;0.00
522100;175.57;1.14;0.00;475.11;0.00;10.79;0.00;163.91;250.53;776.06;0.00;698.77;0.00;0.00;281.06;0.00;0.00;13.87;0.00;66.05;0.00;0.00;13.26;0.00;0.00;213.67;34.33;109.02;0.00
351230;0.00;8.65;0.00;185.75;0.00;1.61;0.00;59.94;72.62;639.31;0.05;946.39;14.95;0.00;280.07;0.00;0.00;44.49;0.00;51.10;0.00;0.00;0.00;0.00;0.00;121.90;42.76;62.28;0.00
354520;33.64;0.00;0.00;185.50;0.00;119.22;0.00;49.35;0.00;708.92;0.00;642.19;44.57;0.00;103.85;3.21;150.32;174.51;0.00;0.00;0.00;15.64;11.24;0.00;0.00;0.00;35.03;61.32;0.00
316200;75.93;0.00;0.00;122.48;0.00;0.00;0.00;53.20;7.16;414.38;0.00;440.79;29.65;0.00;134.85;0.72;10.98;2.39;0.00;8.55;0.00;119.92;0.00;0.76;0.00;29.81;15.10;54.30;0.00
520815;195.11;0.00;0.00;812.80;0.00;8.78;0.00;193.08;95.76;778.26;27.58;1251.38;0.00;0.00;487.03;6.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.10;0.00;0.00;0.00;0.00;0.00
230440;50.76;15.03;0.07;206.01;0.00;55.41;0.00;28.89;183.90;638.07;1.91;361.81;17.26;9.15;282.10;9.30;0.00;31.82;0.29;0.00;0.00;0.00;33.36;0.00;0.00;0.00;7.08;47.62;125.60
350745;0.00;0.00;0.00;1142.12;0.00;0.00;0.00;657.80;293.90;1619.75;0.00;1743.06;0.00;0.00;336.92;0.00;46.64;212.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92.60;0.00;0.00
292190;128.84;0.00;0.00;1035.74;0.00;11.12;0.00;54.85;0.00;624.72;0.00;1078.52;70.13;0.00;297.23;0.00;10.55;3.83;0.00;0.51;0.00;0.00;0.00;0.00;0.00;4.21;115.98;24.08;0.00
231355;66.81;0.00;0.00;216.68;0.00;0.00;0.00;98.31;25.86;419.70;0.00;985.47;1.64;0.02;78.72;0.00;1.69;0.00;0.00;25.22;0.00;0.00;0.00;0.00;0.00;3.52;8.44;22.26;0.00
412690;116.86;0.00;21.33;356.07;0.00;0.00;0.00;100.08;221.00;809.56;0.00;599.75;19.70;0.00;526.08;0.00;0.00;6.35;0.00;66.93;0.00;6.15;9.97;0.00;0.00;76.29;15.66;68.69;119.91
351790;97.81;0.00;0.00;486.68;0.00;2.78;0.00;116.59;242.84;841.72;0.00;1287.95;1.50;0.00;161.24;485.52;130.79;0.02;0.00;74.97;0.00;0.00;106.26;0.00;0.00;73.72;20.91;59.86;239.28
354870;66.75;0.00;16.73;210.19;0.00;68.09;1.68;68.80;408.02;1138.48;13.56;884.74;24.62;1.54;574.46;98.25;4.18;6.83;0.00;0.00;0.00;0.06;14.58;39.13;0.00;323.48;34.75;172.20;212.57
353020;53.73;0.00;0.00;274.55;0.36;5.93;0.00;81.90;14.00;735.52;27.90;928.61;57.72;0.00;267.97;0.00;0.00;5.40;0.00;71.13;0.00;0.00;0.00;0.00;0.00;114.16;50.11;88.63;0.00
351830;56.38;0.00;0.00;1146.40;0.00;136.51;0.00;285.54;0.00;876.59;39.26;1347.86;150.42;9.15;274.00;110.66;161.89;75.38;0.00;0.36;0.00;0.00;77.25;1.08;82.01;823.89;68.69;66.96;0.00
350750;25.79;0.00;0.00;232.43;0.42;26.59;0.00;99.45;93.72;474.51;31.58;702.45;64.21;0.00;224.09;30.47;106.39;13.97;6.05;4.48;0.00;0.68;8.81;0.13;0.00;6.16;35.77;20.53;0.00
521060;116.36;3.99;9.24;487.79;0.00;14.44;0.00;207.25;212.04;600.64;0.00;504.26;6.89;0.00;267.62;0.00;0.00;2.90;0.00;27.03;0.00;8.73;0.00;8.53;104.53;0.00;90.32;60.28;0.00
354400;105.53;32.45;0.00;336.74;0.00;67.94;0.00;111.78;0.00;494.73;0.00;831.99;12.98;0.00;170.05;160.07;263.46;3.94;0.00;2.17;0.00;9.54;2.39;0.00;0.00;52.54;18.23;89.31;0.00
500315;87.12;62.39;0.00;295.26;0.00;0.00;0.00;139.25;0.00;600.82;0.00;980.18;1.21;0.00;145.84;15.28;0.00;90.32;0.00;34.90;0.00;0.00;0.00;0.00;23.93;47.53;4.90;35.11;0.00
430630;149.52;0.00;0.00;399.98;0.00;4.81;0.00;67.51;0.00;833.58;0.00;756.67;90.33;21.95;135.65;0.00;9.10;24.09;0.00;233.94;0.00;11.97;0.00;14.68;0.00;281.65;47.97;83.83;0.00
315300;32.92;0.00;0.00;942.77;0.00;0.00;0.00;78.66;297.58;1081.42;0.00;961.62;11.08;0.00;142.56;0.00;26.24;0.00;0.00;65.81;0.00;0.00;0.00;0.00;0.00;126.16;8.92;80.85;0.00
521340;354.12;0.00;0.00;1361.20;0.00;0.00;0.00;74.72;348.19;1193.93;0.00;640.84;9.63;30.11;387.05;0.00;0.00;42.94;0.00;75.25;0.00;21.52;0.00;0.00;0.00;376.03;90.08;49.37;0.00
354670;137.81;0.00;0.00;278.12;0.00;107.34;0.00;95.42;0.00;858.89;0.00;1103.43;108.87;0.00;364.18;0.00;13.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.72;104.74;0.00
431950;26.60;4.97;0.00;228.47;0.00;19.47;0.00;58.72;194.87;448.39;0.00;610.29;22.87;0.23;84.82;4.85;30.91;6.05;0.00;46.25;0.00;49.61;1.53;0.00;0.00;56.24;43.77;94.20;162.08
520970;96.66;0.00;0.00;400.59;0.00;20.63;0.00;124.97;128.14;524.41;21.02;594.09;0.71;0.00;510.27;0.00;0.00;0.00;0.00;40.06;0.00;0.00;26.97;0.00;0.00;0.00;12.30;27.99;0.00
430640;21.03;0.00;0.00;265.70;0.06;15.34;0.00;38.72;115.11;712.62;0.00;750.90;23.15;2.14;176.63;6.69;4.10;14.28;0.00;12.78;0.00;0.00;24.29;0.00;0.00;12.52;11.93;8.34;0.00
353460;43.62;0.00;0.00;157.82;2.47;14.17;0.00;158.83;31.48;612.58;0.70;527.00;17.28;0.00;326.36;284.32;0.46;83.74;0.00;5.86;0.00;0.00;5.89;0.00;0.00;21.64;40.79;11.03;0.00
