#Codigo;Cidade;GAUSSIAN-MODEL_REL_NOR;SVM_REL_NOR;COP_REL_NOR;OPTICS_REL_NOR;LOF_REL_NOR;GAUSSIAN-MODEL_SUA_NOR;SVM_SUA_NOR;COP_SUA_NOR;OPTICS_SUA_NOR;LOF_SUA_NOR
210020;Alcântara - MA;1;-7475,14;0,83;1,73;1,75;1;-3773,29;1;1,32;1,33
150548;Pacajá - PA;1;-7475,67;0,26;1,13;1,13;1;-8096,39;0;1,09;1,09
260610;Glória do Goitá - PE;1;-7476,06;0,03;1,06;1,07;1;-7699,38;0,56;1,19;1,2
230850;Mombaça - CE;1;-7478,33;0;0,97;0,97;1;-9019,91;0,02;1,04;1,04
220840;Piripiri - PI;1;-7478,39;0;1,05;1,05;1;-9301,19;0,02;1,07;1,07
310940;Buritizeiro - MG;1;-7478,54;0,63;1,2;1,2;1;-8657,72;0,02;1,1;1,1
291940;Licínio de Almeida - BA;1;-7480,25;0,59;1,24;1,24;1;-7544,02;0;1,11;1,11
290100;Amargosa - BA;1;-7484,44;0;1,09;1,09;1;-9901,33;0,02;1,05;1,04
270690;Pilar - AL;1;-7487,38;1;1,53;1,55;1;-7078,66;0,97;1,11;1,11
520890;Goiás - GO;1;-7488,68;0,71;1,41;1,41;1;-7543,91;1;1,23;1,24
150345;Ipixuna do Pará - PA;1;-7489,6;0,01;1,26;1,26;1;-5641,27;0,04;1,26;1,26
330300;Miracema - RJ;1;-7489,81;0,49;1,49;1,5;1;-9543,91;0,09;1,08;1,09
130165;Guajará - AM;1;-7492,06;1;1,32;1,32;1;-1113,67;0,01;1,18;1,19
315230;Porto Firme - MG;1;-7493,31;0,06;1,23;1,23;1;-7061,62;0,05;1;0,99
431442;Picada Café - RS;1;-7495,07;0,99;1,66;1,67;1;-6325,41;0,95;1,08;1,08
210317;Centro Novo do Maranhão - MA;1;-7496,44;0,7;1,18;1,19;1;-6989,11;0,99;1,12;1,12
251700;Umbuzeiro - PB;1;-7497,82;0,22;1,04;1,04;1;-308,89;0,01;1,21;1,21
220610;Matias Olímpio - PI;1;-7498,51;0,19;1,38;1,38;1;-7302,62;0,01;1,16;1,16
280240;Gararu - SE;1;-7499,29;0,31;1,45;1,45;1;-5601,3;0;1,18;1,18
231360;Ubajara - CE;1;-7502,34;0,99;1,04;1,04;1;-6728,64;0,02;1,11;1,11
316470;São Sebastião do Paraíso - MG;1;-7505,54;1;1,68;1,69;1;-3034,96;1;1,15;1,15
410700;Curiúva - PR;1;-7506,63;0,14;1,28;1,28;1;-1358,52;0,59;1,22;1,23
430450;Canguçu - RS;1;-7508,86;0;1,11;1,12;1;-10140,87;0,21;1,07;1,07
211100;São João Batista - MA;1;-7510,09;0,02;1,04;1,04;1;-6802,33;1;1,14;1,14
421535;Saltinho - SC;1;-7511,88;0;1,33;1,34;1;-6104,97;0,01;1,12;1,13
130390;São Paulo de Olivença - AM;1;-7514,96;0,46;0,99;0,99;1;-8803,77;0,13;1,18;1,18
313180;Itabirinha - MG;1;-7518,32;1;1,74;1,75;1;-1264,19;0,77;1,16;1,16
410730;Doutor Camargo - PR;1;-7519,6;1;1,8;1,81;1;-5128,78;1;1,27;1,27
150285;Curuá - PA;1;-7519,73;0;1,08;1,08;1;-7767,59;0,83;1,08;1,09
210275;Capinzal do Norte - MA;1;-7524,39;0,05;1,82;1,83;1;-7204,62;1;1,14;1,14
230625;Itaitinga - CE;1;-7525,61;0;1,07;1,07;1;-9630,67;0,03;1,34;1,35
316292;São Joaquim de Bicas - MG;1;-7530,09;0,01;1,19;1,19;1;-9315,83;0,48;1,2;1,19
230230;Bela Cruz - CE;1;-7530,5;0;0,96;0,96;1;-9679,41;0,01;1,21;1,21
314530;Novo Cruzeiro - MG;1;-7531,46;0,01;1,36;1,37;1;-7099,65;1;1,15;1,15
420670;Herval d'Oeste - SC;1;-7531,84;1;1,6;1,61;1;-10489,09;0,98;1,07;1,07
110040;Alto Paraíso - RO;1;-7533,1;0;1,03;1,03;1;-6912,29;0,01;1,08;1,08
431920;São Nicolau - RS;1;-7535,8;0,02;1,62;1,62;1;-7893,07;0,01;1,08;1,08
292370;Paratinga - BA;1;-7537,7;0,01;1,01;1,01;1;-8233,76;0,25;1,1;1,1
110011;Jaru - RO;1;-7538,33;0,02;1,1;1,1;1;-6527,01;0,91;1,3;1,3
250670;Imaculada - PB;1;-7541,13;0;1,08;1,08;1;-7374,23;0,01;1,03;1,03
230930;Nova Russas - CE;1;-7541,32;0;1,03;1,02;1;-9936,42;0,4;1,06;1,05
412625;Sarandi - PR;1;-7541,93;0,98;1,37;1,37;1;-4431,1;1;1,28;1,28
230960;Pacajus - CE;1;-7543,71;0,98;1,35;1,35;1;-8477,92;0;1,12;1,12
211174;Senador Alexandre Costa - MA;1;-7546,62;1;1,17;1,17;1;-6102,2;0,46;1,14;1,14
310470;Ataléia - MG;1;-7547,89;1;1,17;1,17;1;-5900,77;1;1,05;1,05
291760;Jaguaquara - BA;1;-7548,58;0,03;1,31;1,31;1;-7749,65;0,71;1,21;1,21
351500;Embu das Artes - SP;1;-7550,27;0,33;1,57;1,58;1;-4564,53;1;1,23;1,23
260790;Jaboatão dos Guararapes - PE;1;-7550,33;1;1,31;1,32;1;5662,44;0,03;1,1;1,1
291820;Jiquiriçá - BA;1;-7552,3;0;1,07;1,07;1;-6934,08;0,02;1,09;1,1
120035;Marechal Thaumaturgo - AC;1;-7553,43;1;1,44;1,45;1;-6223,72;0,01;1,09;1,09
230260;Camocim - CE;1;-7555,01;1;1;1;1;-5236,14;1;1,4;1,4
291580;Itambé - BA;1;-7555,99;0,12;1,03;1,03;1;-8933,73;1;1,12;1,12
315190;Pocrane - MG;1;-7557,1;1;1,7;1,71;1;-2975,35;1;1,01;1,01
320120;Cachoeiro de Itapemirim - ES;1;-7557,44;0,07;1,22;1,22;1;-6891,08;1;1,28;1,28
220120;Barras - PI;1;-7557,57;0;1,07;1,07;1;-7995,72;0,91;1,16;1,16
220435;Geminiano - PI;1;-7557,94;0,18;1,27;1,27;1;-6703,19;0,02;1,03;1,03
260050;Águas Belas - PE;1;-7558,62;0,97;1,23;1,23;1;-6035,93;1;1,29;1,29
292000;Maiquinique - BA;1;-7559,67;0,99;1,08;1,08;1;25962,67;1;2,88;2,91
351150;Cerquilho - SP;1;-7561,35;0,97;1,33;1,34;1;-7123,46;1;1,19;1,19
510160;Barão de Melgaço - MT;1;-7561,57;1;1,45;1,46;1;-7294,81;1;1,14;1,14
291590;Itanagra - BA;1;-7562,34;1;2,15;2,16;1;-4703,07;0,91;1,04;1,04
171215;Lavandeira - TO;1;-7564,59;1;1,68;1,69;1;2226,9;1;1,29;1,29
290680;Cansanção - BA;1;-7565,01;0;0,97;0,97;1;-7788,85;0;1,02;1,02
290210;Araci - BA;1;-7566,81;1;1,28;1,27;1;-9634,49;0;1,08;1,08
110015;Ouro Preto do Oeste - RO;1;-7566,87;0;1,06;1,06;1;-7432,63;0,94;1,18;1,19
210780;Parnarama - MA;1;-7567,54;0,93;1,06;1,06;1;-7989,09;0,31;1,19;1,2
411140;Ivaí - PR;1;-7568,08;1;1,3;1,31;1;5388,91;0,03;1,88;1,9
220552;Júlio Borges - PI;1;-7568,33;0,01;1,54;1,56;1;-4883,4;0,04;1,28;1,27
312090;Curvelo - MG;1;-7569,17;0,01;1,1;1,1;1;-9699,55;0,04;1,08;1,08
291980;Macaúbas - BA;1;-7570,08;0;1,01;1,01;1;-9340,16;0,03;1,09;1,1
310060;Água Boa - MG;1;-7572,23;0,02;1,14;1,15;1;-7447,59;0,01;1,01;1,01
130356;Rio Preto da Eva - AM;1;-7572,31;1;1,02;1,02;1;-9245,98;0;1,04;1,04
412780;Tomazina - PR;1;-7572,9;0,03;1,24;1,24;1;-7636,88;0,29;1,03;1,03
230540;Icó - CE;1;-7573,99;0;1,01;1,01;1;-8235,59;0,05;1,19;1,19
220585;Madeiro - PI;1;-7574,67;0;0,98;0,98;1;-8377,83;0;0,97;0,97
293320;Vera Cruz - BA;1;-7580,25;0,52;1,15;1,15;1;-5450,98;1;1,32;1,32
230640;Itapipoca - CE;1;-7584,25;0,5;1,35;1,35;1;-6082,17;1;1,16;1,17
280630;Santa Luzia do Itanhy - SE;1;-7587,29;1;1,57;1,58;1;-5150,45;0,99;1,15;1,16
431740;Santiago - RS;1;-7587,46;0;1,1;1,1;1;-8212,15;0,84;1,07;1,07
172120;Tocantinópolis - TO;1;-7587,68;0,02;1,18;1,18;1;-6672,81;0,56;1,11;1,11
240310;Currais Novos - RN;1;-7588,27;0;1,08;1,08;1;-9362,35;0,27;1,16;1,17
240910;Passa e Fica - RN;1;-7595,4;0;1,03;1,03;1;-6753,12;0;1,09;1,09
240200;Caicó - RN;1;-7595,94;0,05;1,12;1,12;1;-6775,66;0,98;1,18;1,19
261260;Santa Maria da Boa Vista - PE;1;-7596,06;0;1;1;1;-9100,87;0,94;1,04;1,03
240350;Espírito Santo - RN;1;-7598,24;0;1,03;1,03;1;-7272,49;0,02;1,01;1
290800;Coaraci - BA;1;-7600,86;0,93;1,44;1,45;1;-4738,93;0,99;1,42;1,43
280445;Nossa Senhora Aparecida - SE;1;-7601,94;0,04;1,33;1,34;1;-5137,72;0;1,12;1,13
280100;Campo do Brito - SE;1;-7602,82;0;1;1;1;-9055,49;0,18;1;1
250700;Itaporanga - PB;1;-7605,55;0;1,09;1,09;1;-8111,26;1;1,09;1,09
210825;Pedro do Rosário - MA;1;-7608,95;0,03;1,2;1,19;1;-5863,64;0,3;1,1;1,1
314180;Minas Novas - MG;1;-7609;0,04;1,11;1,11;1;-6081,56;0,97;1,05;1,05
220700;Oeiras - PI;1;-7609,2;0,99;1;1;1;-10871,32;0;1,04;1,04
230360;Catarina - CE;1;-7611,34;0,01;1,01;1,01;1;-7185,46;0;0,99;0,99
250480;Coremas - PB;1;-7613,13;0;1,04;1,04;1;-6568,91;0,26;1,17;1,17
110050;Novo Horizonte do Oeste - RO;1;-7616,4;0;1,14;1,14;1;-6161,56;0,8;1,03;1,03
210535;Itaipava do Grajaú - MA;1;-7617,52;0;1,07;1,07;1;-8221,61;0,08;1,08;1,08
292880;Santo Estêvão - BA;1;-7618,96;0,01;1,1;1,1;1;-7234,15;0,99;1,21;1,21
510450;Indiavaí - MT;1;-7619,17;0,89;1,77;1,79;1;-966,48;0,15;1,3;1,32
353080;Mogi Mirim - SP;1;-7621,31;0,02;1,34;1,35;1;-6253,53;0,01;1,18;1,19
130060;Benjamin Constant - AM;1;-7623,96;0;0,99;0,99;1;-6097,09;0,76;1,22;1,22
330080;Cachoeiras de Macacu - RJ;1;-7625,68;0,09;1,39;1,4;1;-8988,54;0,75;1,06;1,06
170610;Cristalândia - TO;1;-7626,68;0,04;1,17;1,17;1;-1576,62;0,15;1,25;1,26
231200;Santana do Acaraú - CE;1;-7627,8;0;0,99;0,98;1;-8250,34;0,02;1,07;1,07
291800;Jequié - BA;1;-7631,42;0;1,02;1,02;1;-5291,46;1;1,3;1,3
291560;Itamaraju - BA;1;-7631,67;0,01;1,07;1,07;1;-7638,4;0,99;1,23;1,23
211260;Urbano Santos - MA;1;-7632,15;0,99;1,21;1,21;1;-5643,58;0,24;1,21;1,22
293270;Uruçuca - BA;1;-7634,69;0,01;1,04;1,04;1;-8083,76;0;1,09;1,1
293077;Sobradinho - BA;1;-7636,17;1;1,61;1,62;1;-7344,05;1;1,2;1,2
220490;Isaías Coelho - PI;1;-7639,96;0;0,96;0,97;1;-7706,84;0;0,96;0,96
430545;Cidreira - RS;1;-7645,19;1;1,94;1,95;1;-5765,79;1;1,4;1,4
260950;Nazaré da Mata - PE;1;-7645,76;0,01;1,25;1,24;1;-7785,69;1;1,09;1,09
110045;Buritis - RO;1;-7646,89;0,03;1,13;1,13;1;-3599,41;1;1,25;1,25
290600;Campo Formoso - BA;1;-7647,27;0,01;1,11;1,12;1;-7291,32;0,94;1,21;1,22
310340;Araçuaí - MG;1;-7650,82;0;1,13;1,13;1;-3639,29;0,04;1,08;1,08
171610;Paraíso do Tocantins - TO;1;-7653,47;0,09;1,18;1,19;1;-9366,57;0,09;1,07;1,07
292303;Novo Horizonte - BA;1;-7654,29;0,02;1,18;1,18;1;-7217,64;0,02;1,04;1,04
210110;Axixá - MA;1;-7655,68;0,02;1,13;1,13;1;-7211,85;0,97;1,07;1,07
292210;Mundo Novo - BA;1;-7658,38;0,41;1,03;1,02;1;-7335,93;0,78;1,23;1,23
241020;Portalegre - RN;1;-7659,76;0,07;1,23;1,23;1;-6513,13;0,8;1,08;1,08
293245;Umburanas - BA;1;-7661,75;0;1,09;1,09;1;-8112,06;0,01;1,06;1,06
430040;Alegrete - RS;1;-7662,04;0,04;1,11;1,11;1;-8432,46;1;1,11;1,11
316900;Tocantins - MG;1;-7662,37;0,98;1,17;1,17;1;-7818,14;0,96;1,14;1,14
240100;Apodi - RN;1;-7664,05;0,28;1,09;1,09;1;-9523,57;0,93;1,15;1,15
410980;Ibiporã - PR;1;-7665,22;0,21;1,29;1,29;1;-6173,55;0,95;1,22;1,23
211023;Santana do Maranhão - MA;1;-7667,01;0;1,09;1,09;1;-6958,7;0,97;1,05;1,06
220865;Queimada Nova - PI;1;-7667,82;0,11;1;1;1;-7598,71;0,99;1,18;1,18
270750;Porto Real do Colégio - AL;1;-7669,93;0;0,96;0,96;1;-7411,32;0;1,03;1,03
120033;Mâncio Lima - AC;1;-7670,47;0,31;1,07;1,07;1;-7055,95;0,37;1,18;1,18
250920;Massaranduba - PB;1;-7670,85;0;0,98;0,98;1;-7525,96;0;0,96;0,96
292580;Queimadas - BA;1;-7671,55;0;1,02;1,02;1;-10128,62;0,01;1;1
251540;Seridó - PB;1;-7672,71;0,02;1,2;1,2;1;-5243,44;0,78;1,16;1,17
431344;Novo Tiradentes - RS;1;-7674,8;1;1,45;1,45;1;-6458,89;0,11;1,08;1,08
210150;Barão de Grajaú - MA;1;-7675,27;1;1,51;1,52;1;-5321,41;0;1,04;1,04
311100;Campestre - MG;1;-7677,74;1;1,13;1,14;1;-9162,02;0,65;1,15;1,15
431265;Não-Me-Toque - RS;1;-7678,37;1;1,67;1,68;1;-8443,94;0,01;1,03;1,04
150430;Maracanã - PA;1;-7682,09;0,01;1,1;1,1;1;-5558,43;0,99;1,12;1,13
250980;Mulungu - PB;1;-7682,57;0,04;1,16;1,16;1;-7024,89;0,01;1,11;1,11
251250;Queimadas - PB;1;-7683,68;0;1,11;1,12;1;-7622,7;0,42;1,18;1,19
270640;Pão de Açúcar - AL;1;-7686,8;0,98;1,65;1,66;1;-6828,88;0,94;1,25;1,25
241250;São Miguel - RN;1;-7688,8;0,01;1,21;1,21;1;-8221,66;1;1,14;1,14
292273;Nova Fátima - BA;1;-7689,98;0,07;1,86;1,88;1;-3251,84;1;1,21;1,21
410180;Araucária - PR;1;-7690,29;1;1,6;1,6;1;-3255,09;1;1,2;1,21
221110;União - PI;1;-7692,26;0;1,04;1,04;1;-8473,25;0,28;1,09;1,09
221160;Vila Nova do Piauí - PI;1;-7693,1;1;1,76;1,77;1;-7188,11;0,89;1,15;1,15
521180;Jaraguá - GO;1;-7693,39;1;1,11;1,11;1;-7375,49;0,12;1,19;1,19
150293;Dom Eliseu - PA;1;-7693,56;0,01;0,99;0,99;1;-7661,45;1;1,29;1,3
431770;Santo Antônio das Missões - RS;1;-7698,58;0,06;1,35;1,35;1;-9434,43;1;1;1
251150;Pilar - PB;1;-7699,58;0,15;1,23;1,23;1;-5792,25;0,45;1,17;1,17
211223;Trizidela do Vale - MA;1;-7701,7;0;0,97;0,97;1;-10144,31;0,01;1,04;1,04
210330;Codó - MA;1;-7702,08;1;1,05;1,05;1;-5706,9;1;1,27;1,28
260990;Ouricuri - PE;1;-7704,45;0;1,06;1,06;1;-7660,84;1;1,2;1,2
292870;Santo Antônio de Jesus - BA;1;-7710;0,1;1,09;1,09;1;-7192,5;0,88;1,19;1,19
314015;Mário Campos - MG;1;-7712,63;0,78;1,28;1,29;1;-8362,99;1;1,15;1,15
410280;Bela Vista do Paraíso - PR;1;-7713,05;0,81;1,24;1,24;1;-6679,31;1;1,18;1,19
292805;Santa Luzia - BA;1;-7715,09;0,01;1,16;1,16;1;-7479,3;0;1,07;1,07
510650;Poconé - MT;1;-7716,69;0;1,06;1,06;1;-9848,88;0;1,03;1,03
314230;Moeda - MG;1;-7717,08;0,81;1,6;1,62;1;-4596,89;1;1,1;1,1
260105;Araçoiaba - PE;1;-7718,21;1;1,81;1,82;1;-6393,22;0,93;1,13;1,13
210407;Feira Nova do Maranhão - MA;1;-7720,75;1;1,46;1,47;1;-5930,67;0,99;1,17;1,17
250400;Campina Grande - PB;1;-7721,68;0,1;1,33;1,34;1;-887,7;0,05;1,12;1,12
250350;Cacimba de Dentro - PB;1;-7722,35;0;0,97;0,97;1;-7962,35;0;1;1
315820;Santa Maria do Suaçuí - MG;1;-7722,44;0,99;1,15;1,16;1;-5394,25;0,99;1,09;1,09
315733;Santa Cruz de Minas - MG;1;-7724,36;1;1,41;1,42;1;-6948,28;1;1,36;1,37
130115;Careiro da Várzea - AM;1;-7725,94;0,12;1,43;1,44;1;-5634,61;0,01;1,21;1,21
250080;Araçagi - PB;1;-7727,73;1;1,15;1,15;1;-8662,08;1;1,19;1,19
220540;Joaquim Pires - PI;1;-7728,18;0,98;1,19;1,19;1;-3827,97;0,77;1,13;1,14
220290;Corrente - PI;1;-7732,49;0,32;0,98;0,98;1;-8513,45;0,01;1,18;1,18
240325;Parnamirim - RN;1;-7733,45;0,95;1,15;1,15;1;701,27;1;1,5;1,51
314600;Ouro Fino - MG;1;-7734,55;0,3;1,34;1,35;1;-7458,76;1;1,16;1,16
210860;Pinheiro - MA;1;-7736,42;0,89;1,24;1,24;1;-7018,92;1;1,22;1,21
230660;Itatira - CE;1;-7738,23;0,04;1,5;1,51;1;-6586,81;1;1,18;1,18
280170;Cristinápolis - SE;1;-7738,28;0,01;1,21;1,21;1;-7229,53;1;1,14;1,14
292480;Piritiba - BA;1;-7739,25;0,96;1,01;1,01;1;-9048,6;1;1,07;1,07
313115;Ipaba - MG;1;-7740,59;0,66;1,15;1,15;1;-10092,33;0,02;1,09;1,09
210060;Amarante do Maranhão - MA;1;-7742,07;0,93;1,65;1,66;1;-6771,14;1;1,25;1,25
280270;Ilha das Flores - SE;1;-7742,86;0,06;1,4;1,41;1;-3022,37;0,08;1,08;1,09
240570;Jardim do Seridó - RN;1;-7744,14;0,01;1,39;1,4;1;-9482,34;0,97;1,13;1,12
220350;Elesbão Veloso - PI;1;-7745,6;0,9;1,13;1,13;1;-6686,01;0,64;1,12;1,12
316840;Tarumirim - MG;1;-7746,16;0,35;1,25;1,26;1;-9542,04;0,76;1,04;1,04
431200;Mariano Moro - RS;1;-7747,56;0,17;1,41;1,42;1;-6317,08;0,44;1,06;1,06
110014;Nova Brasilândia D'Oeste - RO;1;-7751,36;0;1,07;1,07;1;-10081,49;1;1,04;1,04
315510;Rio do Prado - MG;1;-7751,98;0,02;1,39;1,41;1;-7836,46;0,02;1,09;1,1
210850;Pindaré-Mirim - MA;1;-7752,95;1;1,3;1,3;1;-5414,02;0,89;1,21;1,21
220880;Regeneração - PI;1;-7757,96;0;1,04;1,04;1;-9308,19;0,97;1,23;1,23
354780;Santo André - SP;1;-7758,06;1;1,54;1,55;1;135451,96;1;3,34;3,39
210409;Formosa da Serra Negra - MA;1;-7764,43;0,99;1,68;1,69;1;-5177,34;1;1,19;1,19
210598;Lajeado Novo - MA;1;-7765,63;0;1,1;1,1;1;-4084,57;0,03;1,15;1,15
291170;Guanambi - BA;1;-7770,42;1;1,27;1,27;1;-5009,09;1;1,21;1,21
280510;Pedrinhas - SE;1;-7772,22;0,1;1,29;1,29;1;-5250,28;0,83;1,15;1,15
250090;Arara - PB;1;-7772,64;0;1,03;1,03;1;-8281,18;0;1,04;1,04
150178;Breu Branco - PA;1;-7773,24;1;1,08;1,08;1;-6196,1;1;1,35;1,36
411915;Pinhais - PR;1;-7773,98;0,01;1,27;1,27;1;-6161,36;1;1,24;1,25
430970;Humaitá - RS;1;-7776,22;1;1,53;1,54;1;-5723,49;1;1,2;1,2
150600;Prainha - PA;1;-7777,31;0,04;1,22;1,22;1;-6162,55;1;1,16;1,17
310190;Alpinópolis - MG;1;-7779,25;0,01;1,21;1,21;1;-8601,73;0,5;1,09;1,09
220680;Nossa Senhora dos Remédios - PI;1;-7780,32;0,87;1,33;1,34;1;-10228,3;0,97;1,02;1,02
171830;Praia Norte - TO;1;-7781,79;0,01;1,23;1,23;1;-6414,5;0,07;1,19;1,19
355410;Taubaté - SP;1;-7783,18;1;1,56;1,57;1;614;0,97;1,13;1,13
140045;Pacaraima - RR;1;-7783,2;1;1,05;1,05;1;-2633,62;0,03;1,19;1,19
230800;Massapê - CE;1;-7783,26;0,02;1,04;1,04;1;-7644,33;0,06;1,14;1,14
280290;Itabaiana - SE;1;-7783,67;0,96;1,24;1,24;1;-6599,9;1;1,23;1,23
290720;Casa Nova - BA;1;-7784,8;0;1,02;1,02;1;-7648,86;1;1,19;1,19
355040;São Pedro - SP;1;-7786,61;1;1,6;1,63;1;-2944,58;1;1,25;1,26
270880;São Sebastião - AL;1;-7786,84;0,04;1,12;1,13;1;-7201,19;1;1,27;1,27
410140;Apucarana - PR;1;-7787,09;0,8;1,32;1,32;1;-4789,59;1;1,26;1,26
311770;Conceição do Rio Verde - MG;1;-7788,47;1;1,2;1,2;1;-8733,96;0;1,04;1,04
230730;Juazeiro do Norte - CE;1;-7788,8;0,01;1,27;1,27;1;-1656;0,99;1,27;1,27
110094;Cujubim - RO;1;-7792,5;0,02;1,11;1,11;1;-9679,28;0,28;1;1
130420;Tefé - AM;1;-7796,41;0;1,16;1,17;1;-6835,04;0,99;1,19;1,19
241090;Riachuelo - RN;1;-7796,65;0,01;1,07;1,07;1;-5331,64;0;1,06;1,06
292680;Rio do Antônio - BA;1;-7799,81;0;0,97;0,97;1;-4791,66;0;1,09;1,09
210310;Cedral - MA;1;-7801,27;0;1,04;1,04;1;-7092,54;0;1,06;1,06
293330;Vitória da Conquista - BA;1;-7801,55;0,41;1,13;1,13;1;837,31;1;1,21;1,21
210380;Dom Pedro - MA;1;-7806,12;0,98;1,16;1,16;1;-5364,36;0,77;1,17;1,17
316250;São João del Rei - MG;1;-7807,69;0;1,14;1,15;1;-7751,24;0,68;1,13;1,13
314100;Mato Verde - MG;1;-7808,99;1;1,57;1,59;1;-1839,27;1;1,19;1,19
290030;Acajutiba - BA;1;-7809,3;0,01;1,02;1,02;1;-3829,51;0,01;1,14;1,14
292070;Maraú - BA;1;-7811,04;0,17;1,19;1,19;1;-7961,41;1;1,27;1,27
293220;Ubaitaba - BA;1;-7812,52;1;1,08;1,08;1;-6624,06;0,13;1,17;1,17
251600;Solânea - PB;1;-7812,84;0,85;1,02;1,02;1;-9749,97;0,47;1,08;1,08
410090;Amaporã - PR;1;-7813,43;1;1,28;1,28;1;-5866,1;1;1,1;1,1
231270;Senador Pompeu - CE;1;-7816,98;0;0,99;0,99;1;-9135,97;0;1,05;1,05
221130;Valença do Piauí - PI;1;-7817,82;1;0,96;0,96;1;-9722,85;0,22;1,13;1,13
260190;Bezerros - PE;1;-7819,23;0;1,05;1,05;1;-8465,37;0,99;1,33;1,33
291440;Iraquara - BA;1;-7820,62;0;0,98;0,98;1;-9362,5;0,01;1,06;1,06
317005;Ubaporanga - MG;1;-7820,69;0,07;1,19;1,19;1;-9093,43;0,01;1,05;1,05
261630;Vicência - PE;1;-7820,72;0,35;1,13;1,12;1;-9245,47;0,1;1,06;1,05
510620;Nova Brasilândia - MT;1;-7820,83;1;2,02;2,03;1;435,21;1;1,29;1,3
270920;Traipu - AL;1;-7821,82;1;1,46;1,47;1;-7838,08;0,99;1,25;1,25
231410;Viçosa do Ceará - CE;1;-7822,27;1;1,79;1,8;1;-4341,81;1;1,18;1,19
311790;Congonhal - MG;1;-7822,92;0,14;1,25;1,26;1;-8243,68;1;1,03;1,03
292500;Planalto - BA;1;-7824,54;0;1,02;1,02;1;-9014,11;0;1,08;1,09
210315;Centro do Guilherme - MA;1;-7825,13;0,63;1,4;1,41;1;-3135,58;0;1,07;1,07
314270;Montalvânia - MG;1;-7831,14;0;1,05;1,05;1;-9814,55;0,02;1,06;1,06
261410;Sertânia - PE;1;-7831,61;0,96;1,12;1,11;1;-5573,96;1;1,21;1,22
355250;Suzano - SP;1;-7834,13;0,1;1,43;1,43;1;-30,12;1;1,22;1,23
170230;Arapoema - TO;1;-7835,15;1;1,39;1,39;1;-4291,48;1;1,16;1,16
431060;Itaqui - RS;1;-7835,65;0,02;1,25;1,25;1;-10501,61;1;1,1;1,1
240780;Monte Alegre - RN;1;-7836,07;0,95;1,16;1,15;1;-7159,39;0,92;1,09;1,09
354920;São João das Duas Pontes - SP;1;-7836,76;0,99;1,84;1,85;1;-6433,65;0,98;1,25;1,26
210650;Matinha - MA;1;-7837,89;0,04;1,16;1,16;1;-3638,87;0,17;1,19;1,2
291180;Guaratinga - BA;1;-7839,5;0;1;1;1;-1051,81;1;1,29;1,3
316990;Ubá - MG;1;-7840;0,57;1,21;1,21;1;-4931,98;0,01;1,12;1,12
312110;Delfim Moreira - MG;1;-7844,17;0,03;1,11;1,11;1;-6138,2;0,33;1,09;1,09
315960;Santa Rita do Sapucaí - MG;1;-7844,54;0,27;1,79;1,81;1;-3237,08;1;1,18;1,18
270190;Chã Preta - AL;1;-7846,51;0,34;1,31;1,31;1;-6104,63;0,15;1,14;1,14
290260;Baixa Grande - BA;1;-7847,19;0;1;1;1;-9352,42;0;0,98;0,98
312320;Dores do Indaiá - MG;1;-7848,63;1;1,31;1,32;1;-7270,94;0,24;1,08;1,08
291810;Jeremoabo - BA;1;-7849,14;1;1,26;1,26;1;-6935,99;1;1,26;1,27
292285;Nova Redenção - BA;1;-7851,45;0;0,96;0,96;1;-6589,79;0,01;1,01;1,01
210760;Palmeirândia - MA;1;-7854,6;0;1,26;1,26;1;-6382,32;1;1,11;1,11
270500;Mata Grande - AL;1;-7857,44;1;1,61;1,62;1;-987,14;1;1,24;1,24
210232;Buriticupu - MA;1;-7859,04;0,95;1,03;1,03;1;-5662,42;1;1,25;1,26
150240;Castanhal - PA;1;-7861,38;0;1,05;1,05;1;-4791,35;1;1,27;1,27
160020;Calçoene - AP;1;-7862,94;0,09;1,3;1,31;1;-1717,49;1;1,24;1,24
210590;Lago Verde - MA;1;-7865,12;0;1,12;1,12;1;-6568,81;0;1,02;1,02
210710;Morros - MA;1;-7867,76;0,09;1,37;1,37;1;-3475,13;1;1,25;1,25
280750;Tomar do Geru - SE;1;-7868,94;0,08;1,27;1,28;1;-3684,69;0,01;1,08;1,09
411010;Imbituva - PR;1;-7870,94;0,05;1,21;1,21;1;-8568,92;0,04;1,1;1,1
250070;São João do Rio do Peixe - PB;1;-7872,02;0,04;1,24;1,24;1;-8425,04;1;1,1;1,1
410300;Boa Esperança - PR;1;-7873,51;0,94;1,83;1,84;1;-5322,64;1;1,15;1,15
130240;Lábrea - AM;1;-7874,48;0,98;1,11;1,11;1;-9446,16;0,41;1,09;1,09
350200;Analândia - SP;1;-7876,07;0,94;1,75;1,77;1;-7023,81;0,88;1,07;1,07
292510;Poções - BA;1;-7877,22;0,19;1,11;1,11;1;-7633,25;0,01;1,12;1,13
292820;Santana - BA;1;-7878,46;0;0,98;0,98;1;-9128,9;0,52;1,12;1,12
210870;Pio XII - MA;1;-7879,33;0,87;1,42;1,42;1;-6662,73;0,99;1,19;1,2
354630;Santa Cruz das Palmeiras - SP;1;-7882,05;0,13;1,27;1,28;1;-5491,41;0,94;1,2;1,21
