##Cod.IBGE;UF;Instituição;População;01 - Legislativa;02 - Judiciária;03 - Essencial à Justiça;04 - Administração;05 - Defesa Nacional;06 - Segurança Pública;07 - Relações Exteriores;08 - Assistência Social;09 - Previdência Social;10 - Saúde;11 - Trabalho;12 - Educação;13 - Cultura;14 - Direitos da Cidadania;15 - Urbanismo;16 - Habitação;17 - Saneamento;18 - Gestão Ambiental;19 - Ciência e Tecnologia;20 - Agricultura;21 - Organização Agrária;22 - Indústria;23 - Comércio e Serviços;24 - Comunicações;25 - Energia;26 - Transporte;27 - Desporto e Lazer;28 - Encargos Especiais;Despesas (Intra-Orçamentárias)
292895;BA;São Domingos;9820;581531.47;0;0;2639046.08;0;0;0;355681.89;0;3467210.04;0;5093993.40;88930.00;0;1481831.11;135360.84;790170.51;0;0;0;0;0;0;0;38815.50;1000471.96;20000.00;641709.24;0
431320;RS;Nova Petrópolis;20126;492825.88;196039.11;0;7903229.96;0;157287.13;0;755579.24;0;11588405.66;0;12959298.30;905995.23;0;1443847.19;0;4417640.69;85332.53;0;918483.26;0;0;2258530.46;0;761984.82;1426637.96;289651.91;0;0
351570;SP;Ferraz de Vasconcelos;180326;0;0;2389812.46;27447566.37;0;6429551.94;0;10293009.62;2292928.73;39435240.33;1500.00;98446084.84;3246307.83;0;39520550.26;1537019.63;28000.00;399792.19;0;0;0;0;0;0;0;3875535.41;1673590.96;9020745.08;0
220665;PI;Morro Cabeça no Tempo;4082;419413.25;0;0;2145541.19;0;0;0;591796.93;0;1651066.84;0;4435025.88;0;0;541801.43;0;212798.89;0;0;52802.94;0;0;0;5000.00;5146.45;221887.98;26569.65;333054.90;0
353830;SP;Piquerobi;3665;598839.00;0;0;2451275.00;0;0;0;1015774.00;259230.00;2756750.00;0;3076596.00;31987.00;0;2686160.00;0;0;1393.00;0;263902.00;0;0;0;0;0;456869.00;238716.00;304879.00;0
520082;GO;Amaralina;3625;571209.76;0;0;1910552.35;0;35557.68;0;632628.28;85160.00;2212218.58;0;2566998.19;55917.81;0;322180.36;113950.50;0;0;0;499902.42;0;0;0;0;0;998166.31;21858.14;0;0
292840;BA;Santa Rita de Cássia;28349;1491089.20;354456.55;0;4126962.59;0;0;0;1100480.90;0;9254484.91;0;16481351.54;236696.68;0;3097491.14;0;1463838.81;450681.78;0;462891.28;0;0;0;0;0;121688.57;27623.74;1888023.87;0
171780;TO;Ponte Alta do Bom Jesus;4654;378846.48;5782.68;0;1092376.53;0;3311.12;0;409907.21;28284.15;2272488.95;71990.28;2155481.61;296115.02;0;826070.09;0;200.00;0;0;68758.28;0;0;0;1891.38;0;167353.75;77384.51;0;0
313450;MG;Itutinga;3976;296801.40;56355.28;50041.69;1177086.24;0;75209.26;0;384410.12;493035.51;3126881.19;0;2901458.03;927754.37;0;1242496.99;26234.20;0;0;0;268965.84;0;0;0;413.70;0;346269.02;22816.80;0;0
314940;MG;Pedro Teixeira;1838;482913.54;0;0;1207737.99;0;16011.86;0;289379.15;256161.71;2131995.93;0;2150741.79;61371.58;0;282658.45;14984.60;153499.60;50386.08;0;473915.70;0;0;0;23379.80;163244.49;521451.40;13578.20;184212.00;0
310990;MG;Caetanópolis;10918;740847.35;0;0;1548031.25;0;43438.58;0;674829.49;0;3982340.91;270640.00;4080975.90;642418.56;0;1531927.60;0;248400.24;0;0;36082.44;0;0;7800.00;0;0;350544.62;108424.34;1621456.92;0
220275;PI;Colônia do Gurguéia;6238;404464.94;145200.00;0;1426993.33;2770.00;8262.00;0;398082.48;344471.83;3511886.60;0;5528534.75;95653.90;0;674357.56;11090.00;49819.23;450.00;0;104138.98;0;0;0;0;0;8754.20;0;101018.27;0
291480;BA;Itabuna;218124;9895207.94;0;2588159.24;66946219.30;0;20899.80;0;7903229.63;0;106406088.25;0;80987997.37;1735806.88;0;11200978.45;2872830.67;328058.37;6000.00;0;84990.00;0;0;446424.00;0;2987038.43;2366.60;384749.45;8093328.18;0
316220;MG;São João Batista do Glória;7241;637026.28;175806.96;0;3091381.55;137011.31;0;0;718906.61;0;6446111.25;0;4249995.19;461523.68;0;1091839.48;0;1106338.90;232218.48;0;69232.11;0;0;168219.05;394.19;151900.40;579377.16;265353.48;846603.48;0
431980;RS;São Vicente do Sul;8754;664974.28;0;0;4672668.41;0;0;0;779663.04;1574522.92;5093194.57;217940.00;4735303.01;17638.00;0;208880.99;24175.14;38403.32;0;0;297784.20;0;0;452625.83;0;0;448289.16;40162.06;0;0
311490;MG;Casa Grande;2307;0;0;0;1078345.37;0;0;0;356564.70;481683.77;1822981.34;0;2611009.95;558892.06;0;428823.12;0;128285.52;73500.00;0;84225.05;0;0;0;0;0;844977.81;101154.16;252803.66;0
270330;AL;Inhapi;18516;1065023.45;75935.58;0;4829558.83;0;56930.26;0;635535.77;0;5599839.23;0;13539860.26;220095.58;0;5264585.82;0;0;0;0;904221.86;0;0;0;0;0;0;0;8525.72;756034.38
431000;RS;Ibirubá;20116;1452353.53;0;0;5832723.12;0;370314.95;0;1139958.51;1229911.73;9769745.32;0;10491303.85;205659.65;0;4011407.16;23184.12;121655.14;297646.60;38878.22;656890.58;0;170985.97;120501.11;193613.37;567611.99;2221191.69;359271.65;763712.55;2606190.85
220553;PI;Jurema;4623;386400.49;0;0;1356282.25;0;0;0;342439.24;439415.18;2447041.98;0;4886187.98;69519.69;0;290789.95;0;521456.74;317116.15;0;83337.82;0;0;0;13800.00;195987.20;595398.91;19075.80;23032.69;0
330360;RJ;Paracambi;48705;2803155.91;257505.12;0;11391343.36;0;1287326.49;0;1906998.76;2448052.83;39828316.48;299699.98;28235144.03;2292407.65;0;15488118.53;460526.77;0;374153.75;0;311365.61;0;0;0;0;518672.50;276492.07;0;2693788.10;0
291230;BA;Ibicuí;16582;966372.06;0;0;3309147.55;0;0;0;570809.48;0;6075490.63;0;11203337.64;797759.78;0;2223860.04;0;350.45;89969.26;0;0;0;0;0;0;0;720878.18;2630.00;429420.96;0
420425;SC;Cocal do Sul;15860;1008310.06;0;0;3512259.63;0;138023.75;0;1473816.72;0;9100556.76;4897.56;9729376.66;235029.97;0;5478333.24;0;2685510.26;154060.61;0;413163.44;0;0;0;0;0;0;407531.35;389906.36;0
250060;PB;Alhandra;18868;0;0;0;7472686.94;0;0;0;1643771.63;3114381.16;12450858.90;0;16572960.64;1354598.78;0;5477235.81;0;70000.00;0;0;504900.56;0;0;0;0;0;229521.68;612333.81;65700.22;0
430469;RS;Capitão;2741;379168.11;0;0;1570079.54;0;0;0;549407.91;264924.29;2682249.92;0;3003112.98;269469.93;0;606810.72;0;0;43523.16;0;1401285.24;0;15095.00;0;57618.69;137146.86;1366503.01;82866.99;411655.41;0
260840;PE;Jurema;15050;875899.73;0;0;5145402.57;0;0;0;1120140.38;0;5092778.25;0;10403460.10;632512.60;0;504119.73;0;176437.32;167909.17;189033.83;422569.49;0;0;0;0;0;127161.93;78741.27;445235.62;0
431261;RS;Muitos Capões;3116;458625.35;0;0;3807179.82;0;23945.45;0;604613.77;159412.35;3035584.51;264.75;2695174.40;252592.71;0;539429.17;97394.15;22342.48;22045.30;0;892791.03;0;0;0;8020.00;0;1083076.00;234323.20;495378.21;638356.15
314000;MG;Mariana;57639;10536959.51;1282842.17;0;56664374.76;0;7569373.56;0;19515563.48;2906254.13;58236788.21;0;56712007.19;5409691.09;470643.48;58620315.37;0;9161493.10;271942.07;0;4404525.20;0;754120.70;26400.00;0;0;164743.92;10818077.74;5393327.13;9721328.99
330230;RJ;Laje do Muriaé;7385;1447285.15;0;0;3618270.87;0;0;0;1254045.92;1207519.49;9102796.26;0;5036818.49;132170.96;0;4846536.46;0;0;329839.32;0;610077.39;0;14460.00;704390.01;0;0;183464.16;340186.72;0;1180557.07
230080;CE;Antonina do Norte;7172;746996.38;0;0;3974788.12;0;0;0;835813.34;0;3012186.25;0;6268922.90;384587.66;0;133725.39;0;0;0;0;0;0;0;0;0;0;0;0;92322.25;0
316180;MG;São Gonçalo do Pará;11289;579171.69;81549.28;0;4114056.82;0;58091.64;0;258362.33;0;4856880.36;51444.87;5589703.51;750288.19;0;659210.06;0;88618.25;96920.92;0;17944.00;0;0;23057.68;4080.00;0;81566.92;49150.32;388490.78;0
220550;PI;José de Freitas;38005;1441608.93;0;0;8607522.16;0;0;0;1868193.83;0;13251476.04;370416.27;23703548.00;174140.57;0;1519796.20;0;128074.50;132313.06;0;37683.00;0;0;17552.70;0;12950.00;47905.00;719919.10;532991.40;2380325.46
510622;MT;Nova Mutum;36659;2961879.43;486760.57;0;17306482.44;0;1064686.51;0;3673843.13;0;25005170.17;0;25887963.05;501070.14;0;5979016.42;0;208697.30;284499.41;0;24847.84;0;16500.00;762984.70;0;781193.89;6280885.96;1490454.29;2572310.12;0
311170;MG;Canaã;4729;405678.37;0;0;1314830.94;0;21522.16;0;344713.06;303434.64;3339570.07;0;1767528.11;552670.15;0;781453.95;0;0;16800.00;0;788528.23;0;0;15550.98;496.52;67638.59;422710.01;73108.96;165376.34;0
430710;RS;Herval;6969;795621.90;0;0;5301072.33;0;0;0;398929.68;1739026.77;2545455.41;0;3374440.02;52345.00;0;119481.11;738052.80;1839670.50;264143.70;0;156950.09;0;0;0;0;0;239843.62;132301.00;1115548.86;879012.70
354325;SP;Ribeirão Grande;7667;959295.61;0;0;3164122.12;0;0;0;2011513.71;2580191.57;4700757.94;0;7497602.58;297330.22;0;2032333.92;627455.14;0;0;0;1267319.64;0;0;0;0;0;330250.40;86272.57;384839.92;939426.77
210745;MA;Olinda Nova do Maranhão;13911;563682.27;94000.00;0;2699410.83;0;0;0;766387.59;0;5973930.94;152536.55;11560422.05;684807.50;0;1140036.93;0;0;0;0;193276.33;0;0;0;59946.73;204800.17;249812.01;105602.00;76527.49;0
412405;PR;Santa Terezinha de Itaipu;22127;1538276.02;0;0;6038388.52;0;76135.85;0;1601981.44;349322.61;12240422.09;0;13642523.72;503475.16;2297.59;3938551.87;109298.60;0;879005.49;0;2314968.15;0;201790.00;150045.24;41010.11;0;3040189.81;528601.85;1403243.09;0
210730;MA;Nova Iorque;4599;0;43400.00;0;2260670.59;0;0;0;628295.82;0;2493499.12;70440.60;3694947.59;141400.00;0;3199302.80;0;0;0;0;0;0;0;93012.24;22312.00;259822.10;488400.70;1006475.86;0;0
220650;PI;Monsenhor Hipólito;7541;393013.29;0;0;1433838.21;0;0;0;653367.81;0;2863947.63;0;4850320.94;58222.58;0;322035.11;0;0;299980.35;0;85070.60;0;0;0;14044.54;132680.36;85567.65;15923.70;70931.30;0
314870;MG;Pedra Azul;24612;1449293.76;185134.59;0;3079614.65;0;20891.00;0;1302602.54;2028324.93;8839599.46;0;10751763.88;453551.76;0;3928727.18;0;25348.35;0;0;862856.78;0;0;225445.52;26464.80;0;382861.44;185504.00;783353.53;0
311390;MG;Carmo da Cachoeira;12249;672884.89;4660.55;39146.18;2250643.93;0;53396.39;0;1372155.30;282624.84;5476305.21;240285.04;6522784.80;509039.21;0;1853604.56;228909.27;23107.77;0;0;298445.47;0;12377.73;0;23415.56;0;1315128.61;131670.92;228872.28;0
270840;AL;São José da Tapera;31867;1427474.99;30162.95;0;3542886.02;0;0;0;3305766.63;0;13257678.53;0;28102161.94;629923.00;0;6708824.72;0;2328193.94;0;0;550450.96;0;0;0;0;0;6000.00;646343.82;424615.97;0
292800;BA;Santaluz;36452;1827175.20;0;0;5807128.48;0;0;0;2063361.47;0;14157298.50;0;24772012.39;0;0;6188453.63;0;0;0;0;199920.35;0;0;0;0;0;403074.17;199993.00;0;0
520505;GO;Castelândia;3676;626810.78;0;0;3336391.60;0;23243.84;0;812692.70;501731.62;2594366.62;0;2663258.37;69998.49;0;604059.23;0;0;0;0;0;0;0;0;0;0;274757.79;34353.91;0;0
211178;MA;Serrano do Maranhão;10693;0;205300.00;0;3159497.64;0;0;0;611553.34;0;4397626.09;83198.19;12355601.31;64382.00;0;302200.65;0;0;0;0;101376.12;0;0;0;1850.00;129352.17;302220.20;0;54006.96;0
293317;BA;Varzedo;9449;571316.25;0;0;1924370.77;0;1536.00;0;288091.30;0;3912387.38;0;6998426.86;305243.32;0;1379670.72;0;42362.80;26288.40;0;0;0;0;0;0;19592.59;292895.95;124115.78;211937.05;0
421227;SC;Passos Maia;4387;605545.67;0;0;1464795.04;0;25104.72;0;833996.62;0;3629123.95;0;4551229.11;69955.03;0;146097.57;0;0;0;0;1083417.83;93368.43;0;0;0;0;1768662.94;102207.02;540438.88;0
292720;BA;Ruy Barbosa;31799;1404173.09;0;588855.57;4409552.65;0;0;0;4065465.53;238234.15;8186827.41;0;20239538.30;323832.03;0;6075266.75;0;0;0;0;131744.34;0;0;283330.62;0;48062.10;900.00;176122.06;464908.71;0
210598;MA;Lajeado Novo;7211;0;56916.80;56916.80;3983568.40;0;0;0;404255.45;0;2752180.16;0;5310275.12;12917.03;0;128084.86;0;0;0;0;0;0;0;0;0;0;100022.72;0;0;0
310163;MG;Alfredo Vasconcelos;6490;459310.59;0;0;928267.68;0;18942.84;0;305782.94;366391.09;2735565.96;170045.70;3187110.25;67007.45;0;939679.47;0;7980.00;8821.75;48493.85;197920.94;0;0;882961.93;10040.91;250586.64;691169.27;172962.50;12382.40;0
412060;PR;Prudentópolis;50983;0;0;0;5066324.77;0;543836.15;0;4590770.42;50986.47;14015648.39;0;21172296.32;225753.99;0;7280642.05;178160.00;12873.22;504953.79;0;872819.68;0;236420.54;222635.68;0;0;6128271.66;983095.24;2206110.41;3193988.46
311740;MG;Conceição de Ipanema;4609;551055.47;117527.26;0;1064835.40;0;43920.22;0;262188.99;1078497.33;2165069.34;0;2928064.95;38807.41;0;211689.92;0;36253.96;0;0;113599.20;0;0;0;8153.25;0;1989509.53;109497.87;0;0
270320;AL;Igreja Nova;24328;1355812.98;0;0;5678937.74;0;0;0;-1097168.81;0;11335666.60;0;17572886.66;747598.30;0;3243200.73;0;5000.00;0;0;620191.73;0;0;0;0;0;1228847.58;-463070.74;110797.11;0
310520;MG;Bandeira;5059;531057.55;123936.40;0;1340456.77;0;15470.85;0;523224.60;537187.60;2154299.38;0;2597904.19;222981.18;0;1037987.29;0;0;0;0;357579.46;0;0;0;15934.84;0;290936.71;142858.56;449893.23;543806.44
250750;PB;João Pessoa;769607;38938192.36;280540.53;0;188198243.19;0;14916313.19;0;28440288.02;146344405.61;581742592.14;2092959.39;335971538.41;18332852.50;339556.70;107701997.71;7886120.67;1699596.75;6675548.85;2007854.25;303285.60;0;0;3941740.27;9130674.47;3633259.29;20558824.76;6719278.67;96954114.12;0
430750;RS;Espumoso;15770;744641.33;0;0;2708732.71;0;151549.28;0;1050017.89;3220319.08;5996524.68;124905.00;8815097.83;275408.91;0;1513242.85;59000.00;46706.30;61336.61;0;93622.20;0;0;0;0;501777.91;2459857.31;259747.10;3562040.52;0
220960;PI;São Félix do Piauí;2945;387045.55;0;0;2318118.74;0;0;0;347446.37;0;2028652.69;0;2527774.48;2000.00;0;794670.37;0;219820.01;0;0;106619.46;0;0;0;32700.00;70657.06;372971.40;63074.95;0;0
320225;ES;Governador Lindenberg;11953;1132870.03;0;0;5674802.98;0;0;0;1111385.17;0;6843856.56;9254.61;6034535.12;372012.55;0;447355.07;0;1170680.15;11900.00;0;1756609.62;0;0;0;0;0;127459.23;336716.97;0;0
293015;BA;Serra do Ramalho;33034;1612194.80;0;0;3128847.82;0;0;0;1630093.31;2072240.41;9833635.27;0;25549812.58;712744.89;0;4404487.71;0;743171.40;0;0;224535.45;0;0;0;0;1039847.79;908730.15;57906.44;1327574.23;2007537.80
241090;RN;Riachuelo;7640;545143.15;0;0;2490309.05;0;0;0;492828.56;0;3095021.01;0;4849434.79;6848.27;0;931024.35;0;0;0;0;442541.04;0;0;77779.56;0;0;0;56711.99;0;0
220554;PI;Lagoinha do Piauí;2741;353448.48;0;0;1446701.50;0;0;0;534116.84;0;1460082.81;0;2225448.70;113548.74;0;519737.70;0;78382.14;39759.05;0;61713.88;0;0;0;24500.00;8706.94;66953.49;59187.92;212202.37;0
220850;PI;Porto;12188;534664.89;159250.00;0;2220987.98;0;0;0;913022.89;0;4569169.02;0;12057468.17;382830.08;0;818145.72;0;26861.89;0;0;13765.20;0;0;0;0;45675.60;228318.96;125654.33;471536.23;0
260160;PE;Belém do São Francisco;20680;0;0;0;2870720.58;0;0;0;1693507.38;0;8303672.84;0;16490673.83;411246.18;0;3880202.80;0;0;0;0;653846.95;0;0;117423.38;0;57769.19;0;0;1576209.48;0
350460;SP;Bady Bassitt;15851;582487.82;0;0;3309677.86;0;17453.28;0;1345742.79;1687543.38;8340353.13;0;11682957.24;198691.60;0;1703105.13;0;2349999.32;32688.41;0;86558.29;0;0;10000.00;98801.97;0;1287299.15;803955.05;1252421.22;0
241500;RN;Vila Flor;3056;474991.85;0;0;2220766.16;0;0;0;250719.47;0;2512187.50;0;2478601.37;155021.69;0;744447.33;0;0;56518.09;0;54897.88;0;0;28200.00;0;0;67557.21;28877.55;86313.98;0
330310;RJ;Natividade;15069;1801497.70;592099.97;0;13504269.09;0;0;0;595032.83;3585569.25;12087462.98;0;10115547.50;4033.60;0;9759988.40;0;0;26156.36;0;1107686.12;0;0;1050169.54;0;0;0;0;0;0
251110;PB;Pedra Lavrada;7830;518498.50;0;0;2764179.47;0;0;0;776734.11;431452.42;4361096.58;0;6555504.96;145140.30;0;0;440982.94;113984.59;0;0;204258.95;0;0;0;0;0;0;84868.03;71340.08;262021.47
354040;SP;Populina;4299;556168.58;0;0;1837020.38;0;0;0;614343.78;1432796.76;3159289.43;0;3776684.31;0;0;1509631.62;0;304337.39;0;0;663173.14;0;0;0;0;0;434726.15;835429.46;434771.91;819434.09
313690;MG;Juruaia;9887;667707.61;0;0;2654841.21;0;0;0;378442.00;625891.97;4938300.36;0;5021507.03;199605.60;0;819268.27;73510.00;0;169068.53;0;93874.78;0;0;2153483.63;10559.00;207852.16;941678.41;110734.43;915187.28;657689.58
510724;MT;Santa Carmem;4219;650845.65;0;0;1959026.24;0;32415.40;0;935691.11;0;3275931.83;156544.68;4118153.28;227357.86;0;1074869.50;0;0;799906.39;0;279186.25;0;0;0;0;0;762601.06;198734.68;0;0
421300;SC;Pinheiro Preto;3310;414360.59;0;0;2156112.57;0;7820.66;0;496368.84;494604.53;2742124.76;0;2147649.85;107159.90;0;673160.97;35376.17;49000.00;0;0;639318.32;0;0;40962.58;0;0;2154009.45;108990.16;338515.74;0
221100;PI;Teresina;836475;42104449.46;0;12754800.70;210551760.08;0;0;0;34880821.88;122555800.10;782596874.81;12160580.34;371088556.08;13880341.14;48008.42;126616344.77;7454395.29;44115029.08;5650166.22;45984.46;1196233.24;300.00;16400.00;2130422.13;0;19280.05;1282324.69;1960474.94;24517988.70;0
311800;MG;Congonhas;51709;10052326.23;0;0;53116965.09;0;1523052.30;0;7028248.84;11315643.46;49652861.60;0;48391106.04;5433935.79;0;5941325.89;43268.80;0;4714259.91;52128.00;105399.34;0;0;26400.00;79410.00;159791.19;18977813.94;4232730.07;8470435.86;11734423.60
313810;MG;Lassance;6663;596998.92;319794.15;0;3460132.97;0;0;0;1005431.62;248594.45;4385899.35;0;4591709.17;60855.03;0;1325466.09;0;794996.84;17884.20;0;92907.17;0;0;43452.80;0;0;768794.84;131873.63;278379.87;0
311710;MG;Conceição da Aparecida;10222;779566.75;0;0;1270564.38;0;150534.90;0;387169.15;871883.87;4842509.08;160049.41;4377643.99;190064.88;0;1139130.23;0;0;0;0;92309.92;0;0;0;3617.50;0;482435.57;88660.59;729030.92;0
351970;SP;Ibiúna;75241;4080516.81;0;2117178.70;18666347.47;0;3759372.74;0;1078605.70;0;38089277.90;0;40380079.62;847416.45;0;7482135.35;197226.94;0;288381.93;0;597548.43;0;0;334383.58;0;0;0;743394.34;2994667.42;0
312820;MG;Guaraciaba;10521;769921.29;0;0;1824851.46;0;27090.22;0;696109.89;1031086.31;5019890.26;0;3282486.02;581662.12;0;2353337.81;22157.31;2723.08;344013.24;0;174953.02;0;0;0;15127.50;0;504980.05;19724.88;653913.01;0
230015;CE;Acarape;16011;1020900.00;0;0;5032635.97;0;3980.00;0;424352.89;265606.12;6555598.56;0;8074506.49;644272.05;0;1888754.73;0;0;0;0;13395.00;0;29009.56;27234.56;0;376384.14;10700.67;36310.82;56363.78;0
210820;MA;Pedreiras;39337;1683224.29;0;0;5733627.11;0;0;0;1682444.00;5273793.71;20061365.42;0;21722844.00;867563.41;70847.60;7399276.77;0;0;206043.44;0;163512.30;0;0;0;0;0;332895.68;108636.00;0;0
291240;BA;Ibipeba;18398;1138365.96;0;0;3431578.20;0;0;0;810271.57;0;5870342.54;0;10689103.76;513419.50;0;4071746.07;3940.00;526138.47;49320.00;0;125461.65;0;0;0;0;0;2637156.65;78472.50;161829.19;0
315030;MG;Piedade do Rio Grande;4766;0;0;0;1383736.92;0;19444.15;0;361201.99;176114.97;3007178.96;0;2288763.99;316803.23;0;315766.56;0;219000.32;186568.23;0;181690.88;0;0;12312.50;0;0;422460.64;53211.87;0;0
110060;RO;Cacaulândia;6268;744222.78;0;0;3763522.60;0;0;0;734522.29;369881.52;3153235.13;0;4694261.35;166271.60;0;655925.40;10465.00;10934905.06;271000.00;0;225911.47;0;0;0;0;12298.22;812753.28;43213.54;0;0
280590;SE;Riachuelo;9863;0;71985.99;0;3842051.43;0;0;0;1153848.55;0;3543557.94;0;7112169.45;776742.49;0;2916206.07;0;0;0;0;163226.36;0;0;0;0;0;0;159014.92;486126.53;0
316600;MG;Senhora de Oliveira;5864;427770.33;1518.73;0;1363551.37;0;0;0;252917.48;495509.96;3188713.83;2410.80;3252362.70;551851.03;0;523197.79;69640.90;300262.73;83538.64;0;272491.46;0;0;678.00;9480.00;107987.72;605690.75;433809.41;0;0
251580;PB;Serra Redonda;7089;487580.99;0;0;1073192.60;0;0;0;527466.54;0;2461778.00;0;5416805.68;74659.12;0;1021166.39;0;0;0;0;129266.73;0;0;0;0;0;25927.93;39436.09;410444.01;0
211070;MA;São Domingos do Maranhão;33725;0;0;0;9683408.06;0;212806.38;0;2661184.77;0;12832378.29;0;26441371.28;927192.20;0;3522650.99;0;0;108240.00;0;833242.70;0;0;0;0;611746.56;1102570.32;2325393.28;231755.05;0
231050;CE;Pedra Branca;42643;1891198.31;0;0;7941274.80;0;0;0;3018015.13;0;14784447.52;0;29836258.45;740575.74;0;1286615.43;0;12401242.60;0;0;1560633.43;0;0;0;0;198579.64;319776.20;43611.72;1111098.78;0
412360;PR;Santa Inês;1804;0;0;0;2083949.16;0;156614.44;0;423852.75;409399.36;2311656.63;0;1934624.52;101981.62;0;793814.39;0;0;0;0;46595.71;0;21154.32;0;0;0;514964.39;143551.27;400498.00;0
280240;SE;Gararu;11712;718124.12;192667.09;64589.89;2710303.98;0;0;0;724880.99;0;3189493.83;0;9060591.51;373905.00;1580.00;1239242.95;0;0;0;0;206994.08;0;0;17400.90;0;0;0;174805.99;0;0
312910;MG;Gurinhatã;6144;854113.32;0;57124.59;4431050.87;0;0;0;526241.92;1291874.49;3734094.53;0;4115254.56;147985.65;0;929557.37;0;100091.54;0;0;373442.64;0;0;0;0;0;594149.40;85230.91;6474.30;465642.03
291110;BA;Formosa do Rio Preto;24799;3478613.09;0;0;7195213.62;0;0;0;2862445.79;0;14283220.75;0;20571601.65;1274144.54;0;4846876.51;160249.93;2948942.64;736804.17;0;1545610.63;0;0;0;0;0;3598596.26;43190.00;1809816.97;0
210600;MA;Lima Campos;11580;0;0;0;3513648.98;0;0;0;378182.74;88449.02;4525390.00;0;7830762.40;358619.00;0;1137449.69;0;0;93874.14;0;936559.06;0;0;0;0;296812.68;1093966.51;117214.27;74784.61;0
260480;PE;Cortês;12647;0;0;0;2188868.91;0;0;0;1478183.28;3056120.19;0;0;13704137.78;84228.43;0;3770354.72;0;545213.15;77949.14;0;544784.12;0;0;730868.43;0;0;0;0;1844624.11;0
351800;SP;Guarani d'Oeste;2023;480016.97;0;0;1142317.25;0;0;0;865879.60;295458.80;2045826.03;0;2877661.44;224080.90;0;1448231.60;0;0;0;0;483450.51;0;0;0;0;0;102367.56;0;482764.65;0
520545;GO;Cezarina;8026;1244616.06;123196.33;0;5960644.93;0;0;0;2605787.30;0;5459307.56;0;5861339.94;192942.08;0;0;4110117.00;0;0;0;193690.74;0;44618.30;0;0;161329.58;1596319.28;67799.63;0;3000.00
421569;SC;Santiago do Sul;1414;346116.68;0;0;1294923.53;0;0;0;371749.35;0;1698557.13;0;1531102.90;79454.84;0;157122.32;6096.59;19884.89;0;0;955690.81;0;206970.13;0;0;0;1053363.22;85820.68;96005.57;0
290115;BA;América Dourada;16884;962333.22;0;0;3372489.67;0;59871.65;0;1505912.12;188868.06;5861450.96;0;13128001.14;302177.17;0;2625337.01;1012.00;476740.81;0;0;353912.73;0;0;0;480.00;8214.29;304230.20;0;232991.32;0
220350;PI;Elesbão Veloso;14496;699340.20;0;113455.00;1907570.94;0;0;0;1076841.75;0;5400644.08;0;7634339.66;360370.11;0;616254.02;27999.95;467616.79;0;0;376892.85;0;0;0;3407.50;0;59390.00;130361.43;394685.17;0
316790;MG;Tabuleiro;4085;464366.84;80961.16;0;1409246.95;0;0;0;279799.95;290470.39;2073201.89;0;1931501.28;496421.98;0;458331.60;0;226423.89;0;0;139777.08;0;0;0;8355.00;0;591233.42;46841.30;403159.32;0
110013;RO;Machadinho D'Oeste;35633;1706122.24;0;0;8622266.64;0;0;0;2001079.73;1731184.86;11265865.09;0;20141777.91;976.85;0;1387118.74;0;1859179.43;0;0;1424988.53;0;0;0;0;0;2456791.29;568087.89;0;0
150600;PA;Prainha;29342;0;0;0;4220342.83;0;0;0;1652779.72;0;9778692.54;0;32395828.48;503552.09;0;4090303.21;0;0;297841.28;0;759285.16;0;0;0;0;90795.77;580000.00;0;467379.98;0
510726;MT;Santo Afonso;3025;461714.50;0;0;2987269.47;0;0;0;593340.95;231021.50;2028239.62;93511.97;2837742.21;32344.37;0;60826.91;0;0;0;0;66104.02;0;0;7333.31;0;0;0;97200.19;48267.12;0
313240;MG;Itajubá;94940;4518185.18;876175.02;0;16173756.34;0;1452506.33;0;2392723.67;7428033.43;32461727.24;0;37187412.75;1110658.14;0;19039902.11;0;1330738.03;524021.31;482152.58;944830.47;0;519487.01;150000.00;0;0;278981.52;1164350.87;1413849.64;0
311500;MG;Cascalho Rico;2999;611131.59;0;30292.15;3724766.20;0;30672.65;0;303332.09;1198683.68;2067825.09;0;2569797.12;39399.93;0;329068.62;28215.62;8942.13;65805.76;0;54518.46;0;0;0;0;0;1132027.06;88667.31;0;0
310780;MG;Bom Jesus do Galho;15633;977940.16;11248.61;0;2744261.57;6983.40;63120.05;0;623695.88;704726.38;4678060.09;0;5167848.49;614798.82;0;2132368.53;63730.75;169118.35;63272.83;0;454535.29;0;0;12890.00;38447.53;232948.24;917184.80;87708.41;260762.11;0
315725;MG;Santa Bárbara do Leste;8027;639189.99;0;0;2043119.42;0;22308.11;0;629962.16;165899.83;2855056.02;0;4718234.33;62908.60;0;636877.01;0;14149.31;122378.55;0;402913.77;0;0;0;0;0;538479.35;112377.87;115780.00;0
412382;PR;Santa Lúcia;3997;0;0;0;1513535.10;0;0;0;442909.00;22362.07;2608603.78;0;2567282.07;78800.00;0;561073.80;0;0;7485.00;0;588559.12;0;138000.00;0;0;0;2162466.76;202541.10;205133.39;0
